效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1052118	琴里-技能1-普怪伤2级	4	hurtValue654	7223	1	4				800		
1052119	琴里-技能1-普怪伤2级	4	hurtValue654	7224	1	4				800		
1052120	琴里-技能1-普怪伤2级	4	hurtValue654	7225	1	4				800		
1052121	琴里-技能1-普怪伤3级	4	hurtValue654	7060	1	4				1200		
1052122	琴里-技能1-普怪伤3级	4	hurtValue654	7061	1	4				1200		
1052123	琴里-技能1-普怪伤3级	4	hurtValue654	7062	1	4				1200		
1052124	琴里-技能1-普怪伤3级	4	hurtValue654	7063	1	4				1200		
1052125	琴里-技能1-普怪伤3级	4	hurtValue654	7064	1	4				1200		
1052126	琴里-技能1-普怪伤3级	4	hurtValue654	7065	1	4				1200		
1052127	琴里-技能1-普怪伤3级	4	hurtValue654	7066	1	4				1200		
1052128	琴里-技能1-普怪伤3级	4	hurtValue654	7067	1	4				1200		
1052129	琴里-技能1-普怪伤3级	4	hurtValue654	7068	1	4				1200		
1052130	琴里-技能1-普怪伤3级	4	hurtValue654	7211	1	4				1200		
1052131	琴里-技能1-普怪伤3级	4	hurtValue654	7212	1	4				1200		
1052132	琴里-技能1-普怪伤3级	4	hurtValue654	7213	1	4				1200		
1052133	琴里-技能1-普怪伤3级	4	hurtValue654	7214	1	4				1200		
1052134	琴里-技能1-普怪伤3级	4	hurtValue654	7215	1	4				1200		
1052135	琴里-技能1-普怪伤3级	4	hurtValue654	7221	1	4				1200		
1052136	琴里-技能1-普怪伤3级	4	hurtValue654	7222	1	4				1200		
1052137	琴里-技能1-普怪伤3级	4	hurtValue654	7223	1	4				1200		
1052138	琴里-技能1-普怪伤3级	4	hurtValue654	7224	1	4				1200		
1052139	琴里-技能1-普怪伤3级	4	hurtValue654	7225	1	4				1200		
1052140	琴里-技能1-暴击率1级	4	hurtValue507	7060	1	4				200		
1052141	琴里-技能1-暴击率1级	4	hurtValue507	7061	1	4				200		
1052142	琴里-技能1-暴击率1级	4	hurtValue507	7062	1	4				200		
1052143	琴里-技能1-暴击率1级	4	hurtValue507	7063	1	4				200		
1052144	琴里-技能1-暴击率1级	4	hurtValue507	7064	1	4				200		
1052145	琴里-技能1-暴击率1级	4	hurtValue507	7065	1	4				200		
1052146	琴里-技能1-暴击率1级	4	hurtValue507	7066	1	4				200		
1052147	琴里-技能1-暴击率1级	4	hurtValue507	7067	1	4				200		
1052148	琴里-技能1-暴击率1级	4	hurtValue507	7068	1	4				200		
1052149	琴里-技能1-暴击率1级	4	hurtValue507	7211	1	4				200		
1052150	琴里-技能1-暴击率1级	4	hurtValue507	7212	1	4				200		
1052151	琴里-技能1-暴击率1级	4	hurtValue507	7213	1	4				200		
1052152	琴里-技能1-暴击率1级	4	hurtValue507	7214	1	4				200		
1052153	琴里-技能1-暴击率1级	4	hurtValue507	7215	1	4				200		
1052154	琴里-技能1-暴击率1级	4	hurtValue507	7221	1	4				200		
1052155	琴里-技能1-暴击率1级	4	hurtValue507	7222	1	4				200		
1052156	琴里-技能1-暴击率1级	4	hurtValue507	7223	1	4				200		
1052157	琴里-技能1-暴击率1级	4	hurtValue507	7224	1	4				200		
1052158	琴里-技能1-暴击率1级	4	hurtValue507	7225	1	4				200		
1052159	琴里-技能1-暴击率2级	4	hurtValue507	7060	1	4				400		
1052160	琴里-技能1-暴击率2级	4	hurtValue507	7061	1	4				400		
1052161	琴里-技能1-暴击率2级	4	hurtValue507	7062	1	4				400		
1052162	琴里-技能1-暴击率2级	4	hurtValue507	7063	1	4				400		
1052163	琴里-技能1-暴击率2级	4	hurtValue507	7064	1	4				400		
1052164	琴里-技能1-暴击率2级	4	hurtValue507	7065	1	4				400		
1052165	琴里-技能1-暴击率2级	4	hurtValue507	7066	1	4				400		
1052166	琴里-技能1-暴击率2级	4	hurtValue507	7067	1	4				400		
1052167	琴里-技能1-暴击率2级	4	hurtValue507	7068	1	4				400		
1052168	琴里-技能1-暴击率2级	4	hurtValue507	7211	1	4				400		
1052169	琴里-技能1-暴击率2级	4	hurtValue507	7212	1	4				400		
1052170	琴里-技能1-暴击率2级	4	hurtValue507	7213	1	4				400		
1052171	琴里-技能1-暴击率2级	4	hurtValue507	7214	1	4				400		
1052172	琴里-技能1-暴击率2级	4	hurtValue507	7215	1	4				400		
1052173	琴里-技能1-暴击率2级	4	hurtValue507	7221	1	4				400		
1052174	琴里-技能1-暴击率2级	4	hurtValue507	7222	1	4				400		
1052175	琴里-技能1-暴击率2级	4	hurtValue507	7223	1	4				400		
1052176	琴里-技能1-暴击率2级	4	hurtValue507	7224	1	4				400		
1052177	琴里-技能1-暴击率2级	4	hurtValue507	7225	1	4				400		
1052178	琴里-技能1-暴击率3级	4	hurtValue507	7060	1	4				600		
1052179	琴里-技能1-暴击率3级	4	hurtValue507	7061	1	4				600		
1052180	琴里-技能1-暴击率3级	4	hurtValue507	7062	1	4				600		
1052181	琴里-技能1-暴击率3级	4	hurtValue507	7063	1	4				600		
1052182	琴里-技能1-暴击率3级	4	hurtValue507	7064	1	4				600		
1052183	琴里-技能1-暴击率3级	4	hurtValue507	7065	1	4				600		
1052184	琴里-技能1-暴击率3级	4	hurtValue507	7066	1	4				600		
1052185	琴里-技能1-暴击率3级	4	hurtValue507	7067	1	4				600		
1052186	琴里-技能1-暴击率3级	4	hurtValue507	7068	1	4				600		
1052187	琴里-技能1-暴击率3级	4	hurtValue507	7211	1	4				600		
1052188	琴里-技能1-暴击率3级	4	hurtValue507	7212	1	4				600		
1052189	琴里-技能1-暴击率3级	4	hurtValue507	7213	1	4				600		
1052190	琴里-技能1-暴击率3级	4	hurtValue507	7214	1	4				600		
1052191	琴里-技能1-暴击率3级	4	hurtValue507	7215	1	4				600		
1052192	琴里-技能1-暴击率3级	4	hurtValue507	7221	1	4				600		
1052193	琴里-技能1-暴击率3级	4	hurtValue507	7222	1	4				600		
1052194	琴里-技能1-暴击率3级	4	hurtValue507	7223	1	4				600		
1052195	琴里-技能1-暴击率3级	4	hurtValue507	7224	1	4				600		
1052196	琴里-技能1-暴击率3级	4	hurtValue507	7225	1	4				600		
1052197	琴里-技能1-穿透率1级	4	hurtValue503	7060	1	4				300		
1052198	琴里-技能1-穿透率1级	4	hurtValue503	7061	1	4				300		
1052199	琴里-技能1-穿透率1级	4	hurtValue503	7062	1	4				300		
1052200	琴里-技能1-穿透率1级	4	hurtValue503	7063	1	4				300		
1052201	琴里-技能1-穿透率1级	4	hurtValue503	7064	1	4				300		
1052202	琴里-技能1-穿透率1级	4	hurtValue503	7065	1	4				300		
1052203	琴里-技能1-穿透率1级	4	hurtValue503	7066	1	4				300		
1052204	琴里-技能1-穿透率1级	4	hurtValue503	7067	1	4				300		
1052205	琴里-技能1-穿透率1级	4	hurtValue503	7068	1	4				300		
1052206	琴里-技能1-穿透率1级	4	hurtValue503	7211	1	4				300		
1052207	琴里-技能1-穿透率1级	4	hurtValue503	7212	1	4				300		
1052208	琴里-技能1-穿透率1级	4	hurtValue503	7213	1	4				300		
1052209	琴里-技能1-穿透率1级	4	hurtValue503	7214	1	4				300		
1052210	琴里-技能1-穿透率1级	4	hurtValue503	7215	1	4				300		
1052211	琴里-技能1-穿透率1级	4	hurtValue503	7221	1	4				300		
1052212	琴里-技能1-穿透率1级	4	hurtValue503	7222	1	4				300		
1052213	琴里-技能1-穿透率1级	4	hurtValue503	7223	1	4				300		
1052214	琴里-技能1-穿透率1级	4	hurtValue503	7224	1	4				300		
1052215	琴里-技能1-穿透率1级	4	hurtValue503	7225	1	4				300		
1052216	琴里-技能1-穿透率2级	4	hurtValue503	7060	1	4				500		
1052217	琴里-技能1-穿透率2级	4	hurtValue503	7061	1	4				500		
1052218	琴里-技能1-穿透率2级	4	hurtValue503	7062	1	4				500		
1052219	琴里-技能1-穿透率2级	4	hurtValue503	7063	1	4				500		
1052220	琴里-技能1-穿透率2级	4	hurtValue503	7064	1	4				500		
1052221	琴里-技能1-穿透率2级	4	hurtValue503	7065	1	4				500		
1052222	琴里-技能1-穿透率2级	4	hurtValue503	7066	1	4				500		
1052223	琴里-技能1-穿透率2级	4	hurtValue503	7067	1	4				500		
1052224	琴里-技能1-穿透率2级	4	hurtValue503	7068	1	4				500		
1052225	琴里-技能1-穿透率2级	4	hurtValue503	7211	1	4				500		
1052226	琴里-技能1-穿透率2级	4	hurtValue503	7212	1	4				500		
1052227	琴里-技能1-穿透率2级	4	hurtValue503	7213	1	4				500		
1052228	琴里-技能1-穿透率2级	4	hurtValue503	7214	1	4				500		
1052229	琴里-技能1-穿透率2级	4	hurtValue503	7215	1	4				500		
1052230	琴里-技能1-穿透率2级	4	hurtValue503	7221	1	4				500		
1052231	琴里-技能1-穿透率2级	4	hurtValue503	7222	1	4				500		
1052232	琴里-技能1-穿透率2级	4	hurtValue503	7223	1	4				500		
1052233	琴里-技能1-穿透率2级	4	hurtValue503	7224	1	4				500		
1052234	琴里-技能1-穿透率2级	4	hurtValue503	7225	1	4				500		
1052235	琴里-技能1-穿透率3级	4	hurtValue503	7060	1	4				700		
1052236	琴里-技能1-穿透率3级	4	hurtValue503	7061	1	4				700		
1052237	琴里-技能1-穿透率3级	4	hurtValue503	7062	1	4				700		
1052238	琴里-技能1-穿透率3级	4	hurtValue503	7063	1	4				700		
1052239	琴里-技能1-穿透率3级	4	hurtValue503	7064	1	4				700		
1052240	琴里-技能1-穿透率3级	4	hurtValue503	7065	1	4				700		
1052241	琴里-技能1-穿透率3级	4	hurtValue503	7066	1	4				700		
1052242	琴里-技能1-穿透率3级	4	hurtValue503	7067	1	4				700		
1052243	琴里-技能1-穿透率3级	4	hurtValue503	7068	1	4				700		
1052244	琴里-技能1-穿透率3级	4	hurtValue503	7211	1	4				700		
1052245	琴里-技能1-穿透率3级	4	hurtValue503	7212	1	4				700		
1052246	琴里-技能1-穿透率3级	4	hurtValue503	7213	1	4				700		
1052247	琴里-技能1-穿透率3级	4	hurtValue503	7214	1	4				700		
1052248	琴里-技能1-穿透率3级	4	hurtValue503	7215	1	4				700		
1052249	琴里-技能1-穿透率3级	4	hurtValue503	7221	1	4				700		
1052250	琴里-技能1-穿透率3级	4	hurtValue503	7222	1	4				700		
1052251	琴里-技能1-穿透率3级	4	hurtValue503	7223	1	4				700		
1052252	琴里-技能1-穿透率3级	4	hurtValue503	7224	1	4				700		
1052253	琴里-技能1-穿透率3级	4	hurtValue503	7225	1	4				700		
1052254	琴里-技能1-穿透率4级	4	hurtValue503	7060	1	4				1000		
1052255	琴里-技能1-穿透率4级	4	hurtValue503	7061	1	4				1000		
1052256	琴里-技能1-穿透率4级	4	hurtValue503	7062	1	4				1000		
1052257	琴里-技能1-穿透率4级	4	hurtValue503	7063	1	4				1000		
1052258	琴里-技能1-穿透率4级	4	hurtValue503	7064	1	4				1000		
1052259	琴里-技能1-穿透率4级	4	hurtValue503	7065	1	4				1000		
1052260	琴里-技能1-穿透率4级	4	hurtValue503	7066	1	4				1000		
1052261	琴里-技能1-穿透率4级	4	hurtValue503	7067	1	4				1000		
1052262	琴里-技能1-穿透率4级	4	hurtValue503	7068	1	4				1000		
1052263	琴里-技能1-穿透率4级	4	hurtValue503	7211	1	4				1000		
1052264	琴里-技能1-穿透率4级	4	hurtValue503	7212	1	4				1000		
1052265	琴里-技能1-穿透率4级	4	hurtValue503	7213	1	4				1000		
1052266	琴里-技能1-穿透率4级	4	hurtValue503	7214	1	4				1000		
1052267	琴里-技能1-穿透率4级	4	hurtValue503	7215	1	4				1000		
1052268	琴里-技能1-穿透率4级	4	hurtValue503	7221	1	4				1000		
1052269	琴里-技能1-穿透率4级	4	hurtValue503	7222	1	4				1000		
1052270	琴里-技能1-穿透率4级	4	hurtValue503	7223	1	4				1000		
1052271	琴里-技能1-穿透率4级	4	hurtValue503	7224	1	4				1000		
1052272	琴里-技能1-穿透率4级	4	hurtValue503	7225	1	4				1000		
1052801	琴里-技能1-技能效果1级	1	first	100521	1	4				5061		
1052802	琴里-技能1-技能效果1级	1	first	100581	1	4				5171		
1052803	琴里-技能1-技能效果2级	1	first	100521	1	4				5062		
1052804	琴里-技能1-技能效果2级	1	first	100581	1	4				5172		
1052805	琴里-技能1-技能效果3级	1	first	100521	1	4				5063		
1052806	琴里-技能1-技能效果3级	1	first	100581	1	4				5173		
1053001	琴里-技能2-普怪伤1级	4	hurtValue654	7225	1	4				400		
1053002	琴里-技能2-普怪伤1级	4	hurtValue654	7080	1	4				400		
1053003	琴里-技能2-普怪伤1级	4	hurtValue654	7081	1	4				400		
1053004	琴里-技能2-普怪伤1级	4	hurtValue654	7082	1	4				400		
1053005	琴里-技能2-普怪伤1级	4	hurtValue654	7083	1	4				400		
1053006	琴里-技能2-普怪伤1级	4	hurtValue654	7084	1	4				400		
1053007	琴里-技能2-普怪伤1级	4	hurtValue654	7085	1	4				400		
1053008	琴里-技能2-普怪伤1级	4	hurtValue654	7086	1	4				400		
1053009	琴里-技能2-普怪伤1级	4	hurtValue654	7087	1	4				400		
1053010	琴里-技能2-普怪伤1级	4	hurtValue654	7088	1	4				400		
1053011	琴里-技能2-普怪伤1级	4	hurtValue654	7231	1	4				400		
1053012	琴里-技能2-普怪伤1级	4	hurtValue654	7232	1	4				400		
1053013	琴里-技能2-普怪伤1级	4	hurtValue654	7233	1	4				400		
1053014	琴里-技能2-普怪伤1级	4	hurtValue654	7234	1	4				400		
1053015	琴里-技能2-普怪伤1级	4	hurtValue654	7235	1	4				400		
1053016	琴里-技能2-普怪伤1级	4	hurtValue654	7236	1	4				400		
1053017	琴里-技能2-普怪伤1级	4	hurtValue654	7237	1	4				400		
1053018	琴里-技能2-普怪伤1级	4	hurtValue654	7238	1	4				400		
1053019	琴里-技能2-普怪伤1级	4	hurtValue654	7239	1	4				400		
1053020	琴里-技能2-普怪伤1级	4	hurtValue654	7240	1	4				400		
1053021	琴里-技能2-普怪伤1级	4	hurtValue654	7241	1	4				400		
1053022	琴里-技能2-普怪伤1级	4	hurtValue654	7242	1	4				400		
1053023	琴里-技能2-普怪伤2级	4	hurtValue654	7225	1	4				800		
1053024	琴里-技能2-普怪伤2级	4	hurtValue654	7080	1	4				800		
1053025	琴里-技能2-普怪伤2级	4	hurtValue654	7081	1	4				800		
1053026	琴里-技能2-普怪伤2级	4	hurtValue654	7082	1	4				800		
1053027	琴里-技能2-普怪伤2级	4	hurtValue654	7083	1	4				800		
1053028	琴里-技能2-普怪伤2级	4	hurtValue654	7084	1	4				800		
1053029	琴里-技能2-普怪伤2级	4	hurtValue654	7085	1	4				800		
1053030	琴里-技能2-普怪伤2级	4	hurtValue654	7086	1	4				800		
1053031	琴里-技能2-普怪伤2级	4	hurtValue654	7087	1	4				800		
1053032	琴里-技能2-普怪伤2级	4	hurtValue654	7088	1	4				800		
1053033	琴里-技能2-普怪伤2级	4	hurtValue654	7231	1	4				800		
1053034	琴里-技能2-普怪伤2级	4	hurtValue654	7232	1	4				800		
1053035	琴里-技能2-普怪伤2级	4	hurtValue654	7233	1	4				800		
1053036	琴里-技能2-普怪伤2级	4	hurtValue654	7234	1	4				800		
1053037	琴里-技能2-普怪伤2级	4	hurtValue654	7235	1	4				800		
1053038	琴里-技能2-普怪伤2级	4	hurtValue654	7236	1	4				800		
1053039	琴里-技能2-普怪伤2级	4	hurtValue654	7237	1	4				800		
1053040	琴里-技能2-普怪伤2级	4	hurtValue654	7238	1	4				800		
1053041	琴里-技能2-普怪伤2级	4	hurtValue654	7239	1	4				800		
1053042	琴里-技能2-普怪伤2级	4	hurtValue654	7240	1	4				800		
1053043	琴里-技能2-普怪伤2级	4	hurtValue654	7241	1	4				800		
1053044	琴里-技能2-普怪伤2级	4	hurtValue654	7242	1	4				800		
1053045	琴里-技能2-普怪伤3级	4	hurtValue654	7225	1	4				1200		
1053046	琴里-技能2-普怪伤3级	4	hurtValue654	7080	1	4				1200		
1053047	琴里-技能2-普怪伤3级	4	hurtValue654	7081	1	4				1200		
1053048	琴里-技能2-普怪伤3级	4	hurtValue654	7082	1	4				1200		
1053049	琴里-技能2-普怪伤3级	4	hurtValue654	7083	1	4				1200		
1053050	琴里-技能2-普怪伤3级	4	hurtValue654	7084	1	4				1200		
1053051	琴里-技能2-普怪伤3级	4	hurtValue654	7085	1	4				1200		
1053052	琴里-技能2-普怪伤3级	4	hurtValue654	7086	1	4				1200		
1053053	琴里-技能2-普怪伤3级	4	hurtValue654	7087	1	4				1200		
1053054	琴里-技能2-普怪伤3级	4	hurtValue654	7088	1	4				1200		
1053055	琴里-技能2-普怪伤3级	4	hurtValue654	7231	1	4				1200		
1053056	琴里-技能2-普怪伤3级	4	hurtValue654	7232	1	4				1200		
1053057	琴里-技能2-普怪伤3级	4	hurtValue654	7233	1	4				1200		
1053058	琴里-技能2-普怪伤3级	4	hurtValue654	7234	1	4				1200		
1053059	琴里-技能2-普怪伤3级	4	hurtValue654	7235	1	4				1200		
1053060	琴里-技能2-普怪伤3级	4	hurtValue654	7236	1	4				1200		
1053061	琴里-技能2-普怪伤3级	4	hurtValue654	7237	1	4				1200		
1053062	琴里-技能2-普怪伤3级	4	hurtValue654	7238	1	4				1200		
1053063	琴里-技能2-普怪伤3级	4	hurtValue654	7239	1	4				1200		
1053064	琴里-技能2-普怪伤3级	4	hurtValue654	7240	1	4				1200		
1053065	琴里-技能2-普怪伤3级	4	hurtValue654	7241	1	4				1200		
1053066	琴里-技能2-普怪伤3级	4	hurtValue654	7242	1	4				1200		
1053067	琴里-技能2-消耗1级	1	costEnergy	100522	1	4				-1		
1053068	琴里-技能2-消耗1级	1	costEnergy	100582	1	4				-1		
1053069	琴里-技能2-消耗2级	1	costEnergy	100522	1	4				-2		
1053070	琴里-技能2-消耗2级	1	costEnergy	100582	1	4				-2		
1053071	琴里-技能2-消耗3级	1	costEnergy	100522	1	4				-3		
1053072	琴里-技能2-消耗3级	1	costEnergy	100582	1	4				-3		
1053073	琴里-技能2-技能伤1级	4	hurtScale	7225	1	4				500		
1053074	琴里-技能2-技能伤1级	4	hurtScale	7080	1	4				500		
1053075	琴里-技能2-技能伤1级	4	hurtScale	7081	1	4				500		
1053076	琴里-技能2-技能伤1级	4	hurtScale	7082	1	4				500		
1053077	琴里-技能2-技能伤1级	4	hurtScale	7083	1	4				500		
1053078	琴里-技能2-技能伤1级	4	hurtScale	7084	1	4				500		
1053079	琴里-技能2-技能伤1级	4	hurtScale	7085	1	4				500		
1053080	琴里-技能2-技能伤1级	4	hurtScale	7086	1	4				500		
1053081	琴里-技能2-技能伤1级	4	hurtScale	7087	1	4				500		
1053082	琴里-技能2-技能伤1级	4	hurtScale	7088	1	4				500		
1053083	琴里-技能2-技能伤1级	4	hurtScale	7231	1	4				500		
1053084	琴里-技能2-技能伤1级	4	hurtScale	7232	1	4				500		
1053085	琴里-技能2-技能伤1级	4	hurtScale	7233	1	4				500		
1053086	琴里-技能2-技能伤1级	4	hurtScale	7234	1	4				500		
1053087	琴里-技能2-技能伤1级	4	hurtScale	7235	1	4				500		
1053088	琴里-技能2-技能伤1级	4	hurtScale	7236	1	4				500		
1053089	琴里-技能2-技能伤1级	4	hurtScale	7237	1	4				500		
1053090	琴里-技能2-技能伤1级	4	hurtScale	7238	1	4				500		
1053091	琴里-技能2-技能伤1级	4	hurtScale	7239	1	4				500		
1053092	琴里-技能2-技能伤1级	4	hurtScale	7240	1	4				500		
1053093	琴里-技能2-技能伤1级	4	hurtScale	7241	1	4				500		
1053094	琴里-技能2-技能伤1级	4	hurtScale	7242	1	4				500		
1053095	琴里-技能2-技能伤2级	4	hurtScale	7225	1	4				1000		
1053096	琴里-技能2-技能伤2级	4	hurtScale	7080	1	4				1000		
1053097	琴里-技能2-技能伤2级	4	hurtScale	7081	1	4				1000		
1053098	琴里-技能2-技能伤2级	4	hurtScale	7082	1	4				1000		
1053099	琴里-技能2-技能伤2级	4	hurtScale	7083	1	4				1000		
1053100	琴里-技能2-技能伤2级	4	hurtScale	7084	1	4				1000		
1053101	琴里-技能2-技能伤2级	4	hurtScale	7085	1	4				1000		
1053102	琴里-技能2-技能伤2级	4	hurtScale	7086	1	4				1000		
1053103	琴里-技能2-技能伤2级	4	hurtScale	7087	1	4				1000		
1053104	琴里-技能2-技能伤2级	4	hurtScale	7088	1	4				1000		
1053105	琴里-技能2-技能伤2级	4	hurtScale	7231	1	4				1000		
1053106	琴里-技能2-技能伤2级	4	hurtScale	7232	1	4				1000		
1053107	琴里-技能2-技能伤2级	4	hurtScale	7233	1	4				1000		
1053108	琴里-技能2-技能伤2级	4	hurtScale	7234	1	4				1000		
1053109	琴里-技能2-技能伤2级	4	hurtScale	7235	1	4				1000		
1053110	琴里-技能2-技能伤2级	4	hurtScale	7236	1	4				1000		
1053111	琴里-技能2-技能伤2级	4	hurtScale	7237	1	4				1000		
1053112	琴里-技能2-技能伤2级	4	hurtScale	7238	1	4				1000		
1053113	琴里-技能2-技能伤2级	4	hurtScale	7239	1	4				1000		
1053114	琴里-技能2-技能伤2级	4	hurtScale	7240	1	4				1000		
1053115	琴里-技能2-技能伤2级	4	hurtScale	7241	1	4				1000		
1053116	琴里-技能2-技能伤2级	4	hurtScale	7242	1	4				1000		
1053117	琴里-技能2-技能伤3级	4	hurtScale	7225	1	4				1500		
1053118	琴里-技能2-技能伤3级	4	hurtScale	7080	1	4				1500		
1053119	琴里-技能2-技能伤3级	4	hurtScale	7081	1	4				1500		
1053120	琴里-技能2-技能伤3级	4	hurtScale	7082	1	4				1500		
1053121	琴里-技能2-技能伤3级	4	hurtScale	7083	1	4				1500		
1053122	琴里-技能2-技能伤3级	4	hurtScale	7084	1	4				1500		
1053123	琴里-技能2-技能伤3级	4	hurtScale	7085	1	4				1500		
1053124	琴里-技能2-技能伤3级	4	hurtScale	7086	1	4				1500		
1053125	琴里-技能2-技能伤3级	4	hurtScale	7087	1	4				1500		
1053126	琴里-技能2-技能伤3级	4	hurtScale	7088	1	4				1500		
1053127	琴里-技能2-技能伤3级	4	hurtScale	7231	1	4				1500		
1053128	琴里-技能2-技能伤3级	4	hurtScale	7232	1	4				1500		
1053129	琴里-技能2-技能伤3级	4	hurtScale	7233	1	4				1500		
1053130	琴里-技能2-技能伤3级	4	hurtScale	7234	1	4				1500		
1053131	琴里-技能2-技能伤3级	4	hurtScale	7235	1	4				1500		
1053132	琴里-技能2-技能伤3级	4	hurtScale	7236	1	4				1500		
1053133	琴里-技能2-技能伤3级	4	hurtScale	7237	1	4				1500		
