id	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	背景音乐	显示顺序	难度	地图摄像机修正Z	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，21-达到约会评分等级，22-完成特定结局)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	是否播放关卡开场默认动作	是否播放胜利动作
306101	第6章地狱1-1	1	1	206420-305412					[30,[1,2]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510234-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230601	60130601	1	1
306102	第6章地狱1-2	1	1	206420-306101					[46,[4]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510233-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230602	60130602	1	1
306103	第6章地狱1-3	1	1	206420-306102					[23,[3]]	6001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8002	1	300902		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510232-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230603	60130603	1	1
306204	第6章地狱2-1	1	1	206420-306103					[30,[5,6]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510240-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230604	60130604	1	1
306205	第6章地狱2-2	1	1	206420-306204					[20,[3]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8004	1	300904		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510239-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230605	60130605	1	1
306206	第6章地狱2-3	1	1	206420-306205					[49,[4]]	6002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510227-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230606	60130606	1	1
306307	第6章地狱3-1	1	1	206420-306206					[30,[5,6]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510238-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230607	60130607	1	1
306308	第6章地狱3-2	1	1	206420-306307					[33,[1,2]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510237-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230608	60130608	1	1
306309	第6章地狱3-3	1	1	206420-306308					[36,[5,6]]	6003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8006	3	300906	极限(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510230-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230609	60130609	1	1
306410	第6章地狱4-1	1	1	206420-306309					[30,[1,2]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510236-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230610	60130610	1	1
306411	第6章地狱4-2	1	1	206420-306410					[46,[4]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510235-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230611	60130611	1	1
306412	第6章地狱4-3	1	1	206420-306411					[23,[3]]	6004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8009	1	300909		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510225-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230612	60130612	1	1
307101	第7章地狱1-1	1	1	207525-306412					[30,[1,2]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510234-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230701	60130701	1	1
307102	第7章地狱1-2	1	1	207525-307101					[46,[4]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510233-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230702	60130702	1	1
307103	第7章地狱1-3	1	1	207525-307102					[23,[3]]	7001				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8005	3	300905		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510228-510303-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230703	60130703	1	1
307204	第7章地狱2-1	1	1	207525-307103					[30,[5,6]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8008	1	300908	定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510240-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230704	60130704	1	1
307205	第7章地狱2-2	1	1	207525-307204					[20,[3]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510239-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230705	60130705	1	1
307206	第7章地狱2-3	1	1	207525-307205					[49,[4]]	7002				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510231-510313-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230706	60130706	1	1
307307	第7章地狱3-1	1	1	207525-307206					[30,[5,6]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510238-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230707	60130707	1	1
307308	第7章地狱3-2	1	1	207525-307307					[33,[1,2]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510237-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230708	60130708	1	1
307309	第7章地狱3-3	1	1	207525-307308					[36,[5,6]]	7003				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510226-510303-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230709	60130709	1	1
307410	第7章地狱4-1	1	1	207525-307309					[30,[1,2]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8007	3	300907		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510236-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230710	60130710	1	1
307411	第7章地狱4-2	1	1	207525-307410					[20,[3]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510235-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230711	60130711	1	1
307412	第7章地狱4-3	1	1	207525-307411					[49,[4]]	7004				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				极限(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510229-510313-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230712	60130712	1	1
307513	第7章地狱5-1	1	1	207525-307412					[30,[1,2]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	1	3			300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510234-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230713	60130713	1	1
307514	第7章地狱5-2	1	1	207525-307513					[46,[4]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	2	3			300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8002	1	300902	常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510233-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230714	60130714	1	1
307515	第7章地狱5-5	1	1	207525-307514					[23,[3]]	7005				2411-2412-2413-2414	3_S2L4		sound/battle_sound/battle_001.mp3	3	3			300	300305			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510232-570002-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230715	60130715	1	1
501001	经验1	1	2							200001	1	10010202		2511-2512-2513-2514	4_richang_feixing1		sound/battle_sound/battle_001.mp3	1	1			55	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	2	[[55]]	300802	300817	2-6-8	15-30-1	300052-300056-300058		510103-510104-510105	10	{500004:15}	3	0						60310101		1	1
501002	经验2	1	2							200001	1	10010202		2211-2212-2213	4_richang_feixing1		sound/battle_sound/battle_001.mp3	2	1			55	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					2	[[55]]	300802	300817	5-7-9	3-10-1	300055-300057-300059		510104-510105-510106	22	{500004:20}	3	0						60310102		1	1
501003	经验3	1	2							200001	1	10010202		2711-2712-2713-2714	4_richang_feixing1		sound/battle_sound/battle_001.mp3	4	1			55	300322			icon/fuben/Daily_Lv3.png								2	[[55]]	300802	300817	5-7-9	3-10-1	300055-300057-300059		510105-510106-510107	33	{500004:25}	3	0						60310103		1	1
501004	经验4	1	2							200001	1	10010202		2811-2812-2813-2814-2815-2816	4_richang_feixing1		sound/battle_sound/battle_001.mp3	5	1			55	300325			icon/fuben/Daily_Lv4.png								2	[[55]]	300802	300817	5-7-9	3-10-1	300055-300057-300059		510106-510107-510108	45	{500004:30}	3	0						60310104		1	1
502001	金币1	1	1							200002				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	1	1			300	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-8	15-30-1	300052-300056-300058		510153-510154-510155	12	{500004:15}	3	0						60320101		1	1
502002	金币2	1	1							200002				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	2	1			300	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		510154-510155-510156	24	{500004:20}	3	0						60320102		1	1
502003	金币3	1	1							200002				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	4	1			300	300322			icon/fuben/Daily_Lv3.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		510155-510156-510157	36	{500004:25}	3	0						60320103		1	1
502004	金币4	1	1							200002				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	5	1			300	300325			icon/fuben/Daily_Lv4.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		510156-510157-510158	48	{500004:30}	3	0						60320104		1	1
503001	资源1	1	1							200003				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	1	1			300	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-8	15-30-1	300052-300056-300058		550001-551002-551005-551008-551011-551014	19	{500004:15}	3	0						60340101		1	1
503002	资源2	1	1							200003				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	2	1			300	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		550002-551003-551006-551009-551012-551015	30	{500004:20}	3	0						60340102		1	1
503003	资源3	1	1							200003				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	4	1			300	300322			icon/fuben/Daily_Lv3.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		550003-551004-551007-551010-551013-551016	42	{500004:25}	3	0						60340103		1	1
503004	资源4	1	1							200003				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	5	1			300	300325			icon/fuben/Daily_Lv4.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		550003-551004-551007-551010-551013-551016	55	{500004:30}	3	0						60340103		1	1
504001	质点周一1	1	1							200004				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	1	1			300	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	1	[[3]]	300801	300816	2-6-8	15-30-1	300052-300056-300058		210009-220009	16	{500004:10}	3	0						60330101		1	1
504002	质点周一2	1	1							200004				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	2	1			300	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		210009-220009	28	{500004:10}	3	0						60330102		1	1
504003	质点周一3	1	1							200004				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	4	1			300	300322			icon/fuben/Daily_Lv3.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		220009-230009	39	{500004:10}	3	0						60330103		1	1
504004	质点周一4	1	1							200004				2711-2712-2713-2714-2715	3_S2L7		sound/battle_sound/battle_001.mp3	5	1			300	300325			icon/fuben/Daily_Lv4.png								1	[[3]]	300801	300816	5-7-9	3-10-1	300055-300057-300059		220009-230009	50	{500004:10}	3	0						60330104		1	1
410001	联机副本1	1	1											4000001	Zudui_01		sound/battle_sound/battle_001.mp3		1	300		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					5	[[1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510201-510103-510101-510151	50	{500004:1}	99	0						60500001		1	1
410002	联机副本2	1	1											4000001	Zudui_01		sound/battle_sound/battle_001.mp3		1	300		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					5	[[1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510201-510103-510101-510151	50	{500004:1}	99	0						60500002		1	1
410003	联机副本3	1	1											4000001	Zudui_01		sound/battle_sound/battle_001.mp3		1	300		300	300314		300322	icon/dungeon/active/698.png	561303	scene/bg/bg_fuben_caochang.png	scene/bg/bg_zhunbei_caochang.png					5	[[1]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510201-510103-510101-510151	50	{500004:1}	99	0						60500003		1	1
100001	卡巴拉测试关卡	11	1											1011-1012-1013-1014-1015	3_S1L1		sound/battle_sound/battle_001.mp3	1	1			300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8010	1			1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510102-510103-510104	10	{500004:1}	99	0				0		60210101		1	1
100002	卡巴拉测试关卡	11	1											2000013-2000014-2000015	test_1		sound/battle_sound/battle_001.mp3	2	1			300	300312		300320	icon/dungeon/active/696.png	510102	scene/bg/bg_fuben_shatanbaitian.png	scene/bg/bg_zhunbei_shatanbaitian.png					1	[[3]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510104-510105-510106	20	{500004:1}	99	0				0		60210102		1	1
100003	卡巴拉测试关卡	11	1											2000016-2000017-2000018	test_1		sound/battle_sound/battle_001.mp3	3	1			300	300313		300321	icon/dungeon/active/697.png	510103	scene/bg/bg_fuben_shatanbaitian.png	scene/bg/bg_zhunbei_shatanbaitian.png					1	[[3]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510106-510107-510108	33	{500004:1}	99	0				0		60210103		1	1
100004	卡巴拉测试关卡	11	1											2000019-2000020-2000021	test_1		sound/battle_sound/battle_001.mp3	4	1			300	300314		300322	icon/dungeon/active/698.png	510104	scene/bg/bg_fuben_shatanbaitian.png	scene/bg/bg_zhunbei_shatanbaitian.png					1	[[3]]	300801	300816	1-2-2	1-30-50	300051-300052-300052		510108-510109-510110	43	{500004:1}	99	0				0		60210104		1	1
601001	卡巴拉测试关卡	11	1						[29,[1,2]]					1011-1012-1013-1014-1015	3_S1L1		sound/battle_sound/battle_001.mp3	1	1			300	300301			icon/fuben/level_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png		1			1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510201-210010	0	{500004:5}	99	0				0		60210105	60210105		1
601002	卡巴拉测试关卡	11	1						[22,[3]]					1111-1112-1113-1114	3_S1L2		sound/battle_sound/battle_001.mp3	4	1			300	300303			icon/fuben/level_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png		1		常规+循环+常规	1	[[2]]	300801	300816	2-3-5	10-150-3	300052-300053-300055		510101-510203-210012	0	{500004:5}	99	0				0		60210106	60210106	0	1
601003	卡巴拉测试关卡	11	1						[37,[5,6]]					1211-1212-1213	3_S1L3		sound/battle_sound/battle_001.mp3	5	1			300	300304			icon/fuben/level_4.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png		1		循环(怪物易进攻)	1	[[2]]	300801	300816	2-5-6	10-1-30	300052-300055-300056		510101-510204-510151	0	{500004:5}	99	0				0		60210107	60210107	1	1
601004	卡巴拉测试关卡	11	1					1	[35,[5,6]]					1511-1512-1513-1514	3_S1L9		sound/battle_sound/battle_001.mp3	3	1			300	300302			icon/fuben/level_3.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png		3			5	[[20]]	300801	300816	6-7-11	30-10-110101	950013		510101-510207-210014	0	{500004:5}	99	0				0		60210108	60210108	1	1
																																																						1	1
																																																						1	1
																																																						1	1
																																																						1	1
																																																						1	1
																																																						1	1
																																																						1	1
																																																						1	1
