id	排序	所属日期（1~7分别对应周1~周日）	刷怪组id	关卡等级(刷出怪物的等级，不用刷怪器中的怪物等级)	难度(1-普通关卡，2-BOSS关卡)	关卡类型(1-Boss，2-精灵，3-精英，4-杂兵)	地图ID	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	关卡时长	地图摄像机修正	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	通关条件类型(1歼灭，暂无其他通关条件类型)	通关条件参数	背景音乐	关卡掉落展示	进入等级	消耗资源	可进入次数	奖励	层数奖励	模式名字	模式描述	推荐攻略描述
104144	144	4	3000430-3000431-3000432	144	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641044	{500001:10000,500002:50,570005:10}	300844	300854	300864
104145	145	4	3000433-3000434	145	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641045	{500001:10000,500002:50,570005:10}	300844	300854	300864
104146	146	4	3000436-3000437-3000438	146	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641046	{500001:10000,500002:50,570005:10}	300844	300854	300864
104147	147	4	3000439-3000440	147	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641047	{500001:10000,500002:50,570005:10}	300844	300854	300864
104148	148	4	3000442-3000443-3000444	148	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641048	{500001:10000,500002:50,570005:10}	300844	300854	300864
104149	149	4	3000445-3000446	149	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641049	{500001:10000,500002:50,570005:10}	300844	300854	300864
104150	150	4	3000448	150	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40007,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641050	{500001:10000,500002:50,570005:10}	300844	300854	300864
104151	151	4	3000451-3000452-3000453	151	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641051	{500001:12000,500002:60,570005:12}	300844	300854	300864
104152	152	4	3000454-3000455-3000456	152	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641052	{500001:12000,500002:60,570005:12}	300844	300854	300864
104153	153	4	3000457-3000458	153	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641053	{500001:12000,500002:60,570005:12}	300844	300854	300864
104154	154	4	3000460-3000461-3000462	154	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641054	{500001:12000,500002:60,570005:12}	300844	300854	300864
104155	155	4	3000463-3000464	155	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641055	{500001:12000,500002:60,570005:12}	300844	300854	300864
104156	156	4	3000466-3000467-3000468	156	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641056	{500001:12000,500002:60,570005:12}	300844	300854	300864
104157	157	4	3000469-3000470	157	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641057	{500001:12000,500002:60,570005:12}	300844	300854	300864
104158	158	4	3000472-3000473-3000474	158	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641058	{500001:12000,500002:60,570005:12}	300844	300854	300864
104159	159	4	3000475-3000476	159	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641059	{500001:12000,500002:60,570005:12}	300844	300854	300864
104160	160	4	3000478	160	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40008,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641060	{500001:12000,500002:60,570005:12}	300844	300854	300864
104161	161	4	3000481-3000482	161	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641061	{500001:14000,500002:70,570005:14}	300844	300854	300864
104162	162	4	3000484-3000485-3000486	162	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641062	{500001:14000,500002:70,570005:14}	300844	300854	300864
104163	163	4	3000487-3000488	163	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641063	{500001:14000,500002:70,570005:14}	300844	300854	300864
104164	164	4	3000490-3000491-3000492	164	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641064	{500001:14000,500002:70,570005:14}	300844	300854	300864
104165	165	4	3000493-3000494-3000495	165	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641065	{500001:14000,500002:70,570005:14}	300844	300854	300864
104166	166	4	3000496-3000497	166	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641066	{500001:14000,500002:70,570005:14}	300844	300854	300864
104167	167	4	3000499-3000500	167	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641067	{500001:14000,500002:70,570005:14}	300844	300854	300864
104168	168	4	3000502-3000503-3000504	168	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641068	{500001:14000,500002:70,570005:14}	300844	300854	300864
104169	169	4	3000505-3000506	169	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641069	{500001:14000,500002:70,570005:14}	300844	300854	300864
104170	170	4	3000508	170	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40009,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641070	{500001:14000,500002:70,570005:14}	300844	300854	300864
104171	171	4	3000511-3000512-3000513	171	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641071	{500001:16000,500002:80,570005:16}	300844	300854	300864
104172	172	4	3000514-3000515-3000516	172	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641072	{500001:16000,500002:80,570005:16}	300844	300854	300864
104173	173	4	3000517-3000518	173	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641073	{500001:16000,500002:80,570005:16}	300844	300854	300864
104174	174	4	3000520-3000521	174	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641074	{500001:16000,500002:80,570005:16}	300844	300854	300864
104175	175	4	3000523-3000524-3000525	175	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641075	{500001:16000,500002:80,570005:16}	300844	300854	300864
104176	176	4	3000526-3000527	176	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641076	{500001:16000,500002:80,570005:16}	300844	300854	300864
104177	177	4	3000529-3000530-3000531	177	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641077	{500001:16000,500002:80,570005:16}	300844	300854	300864
104178	178	4	3000532-3000533	178	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641078	{500001:16000,500002:80,570005:16}	300844	300854	300864
104179	179	4	3000535-3000536	179	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641079	{500001:16000,500002:80,570005:16}	300844	300854	300864
104180	180	4	3000538	180	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641080	{500001:16000,500002:80,570005:16}	300844	300854	300864
104181	181	4	3000541-3000542-3000543	181	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641081	{500001:18000,500002:90,570005:18}	300844	300854	300864
104182	182	4	3000544-3000545-3000546	182	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641082	{500001:18000,500002:90,570005:18}	300844	300854	300864
104183	183	4	3000547-3000548	183	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641083	{500001:18000,500002:90,570005:18}	300844	300854	300864
104184	184	4	3000550-3000551-3000552	184	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641084	{500001:18000,500002:90,570005:18}	300844	300854	300864
104185	185	4	3000553-3000554	185	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641085	{500001:18000,500002:90,570005:18}	300844	300854	300864
104186	186	4	3000556-3000557-3000558	186	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641086	{500001:18000,500002:90,570005:18}	300844	300854	300864
104187	187	4	3000559-3000560	187	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641087	{500001:18000,500002:90,570005:18}	300844	300854	300864
104188	188	4	3000562-3000563-3000564	188	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641088	{500001:18000,500002:90,570005:18}	300844	300854	300864
104189	189	4	3000565-3000566	189	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641089	{500001:18000,500002:90,570005:18}	300844	300854	300864
104190	190	4	3000568	190	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641090	{500001:18000,500002:90,570005:18}	300844	300854	300864
104191	191	4	3000571-3000572-3000573	191	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641091	{500001:20000,500002:100,570005:20}	300844	300854	300864
104192	192	4	3000574-3000575-3000576	192	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641092	{500001:20000,500002:100,570005:20}	300844	300854	300864
104193	193	4	3000577-3000578	193	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641093	{500001:20000,500002:100,570005:20}	300844	300854	300864
104194	194	4	3000580-3000581-3000582	194	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641094	{500001:20000,500002:100,570005:20}	300844	300854	300864
104195	195	4	3000583-3000584-3000585	195	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641095	{500001:20000,500002:100,570005:20}	300844	300854	300864
104196	196	4	3000586-3000587	196	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641096	{500001:20000,500002:100,570005:20}	300844	300854	300864
104197	197	4	3000589-3000590-3000591	197	1	2	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641097	{500001:20000,500002:100,570005:20}	300844	300854	300864
104198	198	4	3000592-3000593-3000594	198	1	3	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641098	{500001:20000,500002:100,570005:20}	300844	300854	300864
104199	199	4	3000595-3000596	199	1	4	13-16	4_wujin_DEM002	101001	180		8105	3	300905	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641099	{500001:20000,500002:100,570005:20}	300844	300854	300864
104200	200	4	3000598	200	2	1	12	Zudui_01	101001	180	270	8105	3	300905	4	[[40010,1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641100	{500001:20000,500002:100,570005:20}	300844	300854	300864
																										
																										
																										
105001	1	5	3000001-3000002	1	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641001	{500001:2000,500002:10,570005:2}	300845	300855	300865
105002	2	5	3000004-3000005-3000006	2	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641002	{500001:2000,500002:10,570005:2}	300845	300855	300865
105003	3	5	3000007-3000008	3	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641003	{500001:2000,500002:10,570005:2}	300845	300855	300865
105004	4	5	3000010-3000011-3000012	4	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641004	{500001:2000,500002:10,570005:2}	300845	300855	300865
105005	5	5	3000013-3000014-3000015	5	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641005	{500001:2000,500002:10,570005:2}	300845	300855	300865
105006	6	5	3000016-3000017	6	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641006	{500001:2000,500002:10,570005:2}	300845	300855	300865
105007	7	5	3000019-3000020-3000021	7	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641007	{500001:2000,500002:10,570005:2}	300845	300855	300865
105008	8	5	3000022-3000023	8	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641008	{500001:2000,500002:10,570005:2}	300845	300855	300865
105009	9	5	3000025-3000026-3000027	9	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641009	{500001:2000,500002:10,570005:2}	300845	300855	300865
105010	10	5	4000001	10	2	1	12	Zudui_01	101001	180	270	8102	1	300902	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641010	{500001:2000,500002:10,570005:2}	300845	300855	300865
105011	11	5	3000031-3000032-3000033	11	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641011	{500001:4000,500002:20,570005:4}	300845	300855	300865
105012	12	5	3000034-3000035-3000036	12	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641012	{500001:4000,500002:20,570005:4}	300845	300855	300865
105013	13	5	3000037-3000038	13	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641013	{500001:4000,500002:20,570005:4}	300845	300855	300865
105014	14	5	3000040-3000041-3000042	14	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641014	{500001:4000,500002:20,570005:4}	300845	300855	300865
105015	15	5	3000043-3000044	15	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641015	{500001:4000,500002:20,570005:4}	300845	300855	300865
105016	16	5	3000046-3000047-3000048	16	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641016	{500001:4000,500002:20,570005:4}	300845	300855	300865
105017	17	5	3000049-3000050	17	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641017	{500001:4000,500002:20,570005:4}	300845	300855	300865
105018	18	5	3000052-3000053-3000054	18	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641018	{500001:4000,500002:20,570005:4}	300845	300855	300865
105019	19	5	3000055-3000056	19	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641019	{500001:4000,500002:20,570005:4}	300845	300855	300865
105020	20	5	4000001	20	2	1	12	Zudui_01	101001	180	270	8102	1	300902	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641020	{500001:4000,500002:20,570005:4}	300845	300855	300865
105021	21	5	3000061-3000062-3000063	21	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641021	{500001:6000,500002:30,570005:6}	300845	300855	300865
105022	22	5	3000064-3000065	22	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641022	{500001:6000,500002:30,570005:6}	300845	300855	300865
105023	23	5	3000067-3000068-3000069	23	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641023	{500001:6000,500002:30,570005:6}	300845	300855	300865
105024	24	5	3000070-3000071-3000072	24	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641024	{500001:6000,500002:30,570005:6}	300845	300855	300865
105025	25	5	3000073-3000074	25	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641025	{500001:6000,500002:30,570005:6}	300845	300855	300865
105026	26	5	3000076-3000077-3000078	26	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641026	{500001:6000,500002:30,570005:6}	300845	300855	300865
105027	27	5	3000079-3000080	27	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641027	{500001:6000,500002:30,570005:6}	300845	300855	300865
105028	28	5	3000082-3000083-3000084	28	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641028	{500001:6000,500002:30,570005:6}	300845	300855	300865
105029	29	5	3000085-3000086	29	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641029	{500001:6000,500002:30,570005:6}	300845	300855	300865
105030	30	5	4000001	30	2	1	12	Zudui_01	101001	180	270	8102	1	300902	1	[[1]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641030	{500001:6000,500002:30,570005:6}	300845	300855	300865
105031	31	5	3000091-3000092-3000093	31	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641031	{500001:8000,500002:40,570005:8}	300845	300855	300865
105032	32	5	3000094-3000095-3000096	32	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641032	{500001:8000,500002:40,570005:8}	300845	300855	300865
105033	33	5	3000097-3000098	33	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641033	{500001:8000,500002:40,570005:8}	300845	300855	300865
105034	34	5	3000100-3000101	34	1	3	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641034	{500001:8000,500002:40,570005:8}	300845	300855	300865
105035	35	5	3000103-3000104-3000105	35	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641035	{500001:8000,500002:40,570005:8}	300845	300855	300865
105036	36	5	3000106-3000107	36	1	4	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641036	{500001:8000,500002:40,570005:8}	300845	300855	300865
105037	37	5	3000109-3000110-3000111	37	1	2	13-16	4_wujin_DEM002	101001	180		8102	1	300902	1	[[2]]	sound/battle_sound/battle_002.mp3	500001-570006-570007	1		99	641037	{500001:8000,500002:40,570005:8}	300845	300855	300865
