效果ID	描述（策划看）	表名(1skill,2skillAction,3skillEffect,4skillHurt)	字段名	数据ID	改变方式（1加减，2替换,3乘除）	参数类型	参数1(字符串)	参数2(字符串数组)	参数3(布尔值)	参数4(数值)	参数5(数值数组)	帧事件触发（skillAction表中动作连招字段）
1063169	真那-技能2-攻速-2级	2	actionSpeed	6072	1	4				2000		
1063170	真那-技能2-攻速-2级	2	actionSpeed	6073	1	4				2000		
1063171	真那-技能2-攻速-2级	2	actionSpeed	6074	1	4				2000		
1063172	真那-技能2-攻速-2级	2	actionSpeed	6075	1	4				2000		
1063173	真那-技能2-攻速-2级	2	actionSpeed	6170	1	4				2000		
1063174	真那-技能2-攻速-2级	2	actionSpeed	6171	1	4				2000		
1063175	真那-技能2-攻速-2级	2	actionSpeed	6172	1	4				2000		
1063176	真那-技能2-攻速-2级	2	actionSpeed	6173	1	4				2000		
1063177	真那-技能2-攻速-2级	2	actionSpeed	6174	1	4				2000		
1063178	真那-技能2-攻速-2级	2	actionSpeed	6175	1	4				2000		
1063179	真那-技能2-攻速-2级	2	actionSpeed	6176	1	4				2000		
1063180	真那-技能2-攻速-2级	2	actionSpeed	6177	1	4				2000		
1063181	真那-技能2-攻速-2级	2	actionSpeed	6178	1	4				2000		
1063182	真那-技能2-攻速-2级	2	actionSpeed	6179	1	4				2000		
1063183	真那-技能2-攻速-3级	2	actionSpeed	6070	1	4				3000		
1063184	真那-技能2-攻速-3级	2	actionSpeed	6071	1	4				3000		
1063185	真那-技能2-攻速-3级	2	actionSpeed	6072	1	4				3000		
1063186	真那-技能2-攻速-3级	2	actionSpeed	6073	1	4				3000		
1063187	真那-技能2-攻速-3级	2	actionSpeed	6074	1	4				3000		
1063188	真那-技能2-攻速-3级	2	actionSpeed	6075	1	4				3000		
1063189	真那-技能2-攻速-3级	2	actionSpeed	6170	1	4				3000		
1063190	真那-技能2-攻速-3级	2	actionSpeed	6171	1	4				3000		
1063191	真那-技能2-攻速-3级	2	actionSpeed	6172	1	4				3000		
1063192	真那-技能2-攻速-3级	2	actionSpeed	6173	1	4				3000		
1063193	真那-技能2-攻速-3级	2	actionSpeed	6174	1	4				3000		
1063194	真那-技能2-攻速-3级	2	actionSpeed	6175	1	4				3000		
1063195	真那-技能2-攻速-3级	2	actionSpeed	6176	1	4				3000		
1063196	真那-技能2-攻速-3级	2	actionSpeed	6177	1	4				3000		
1063197	真那-技能2-攻速-3级	2	actionSpeed	6178	1	4				3000		
1063198	真那-技能2-攻速-3级	2	actionSpeed	6179	1	4				3000		
1063199	真那-技能2-CDR-1级	1	cd	100670	1	4				-500		
1063200	真那-技能2-CDR-2级	1	cd	100670	1	4				-1000		
1063201	真那-技能2-CDR-3级	1	cd	100670	1	4				-1500		
1063801	真那-技能效果-技能2-1级	1	first	100670	2	4				6072		
1063802	真那-技能效果-技能2-2级	1	first	100670	2	4				6170		
1063803	真那-技能效果-技能2-3级	1	first	100670	2	4				6175		
1064001	真那-必杀-爆伤-1级	4	hurtValue509	6801	1	4				1000		
1064002	真那-必杀-爆伤-1级	4	hurtValue509	6802	1	4				1000		
1064003	真那-必杀-爆伤-1级	4	hurtValue509	6811	1	4				1000		
1064004	真那-必杀-爆伤-1级	4	hurtValue509	6812	1	4				1000		
1064005	真那-必杀-爆伤-1级	4	hurtValue509	6821	1	4				1000		
1064006	真那-必杀-爆伤-1级	4	hurtValue509	6822	1	4				1000		
1064007	真那-必杀-爆伤-1级	4	hurtValue509	6831	1	4				1000		
1064008	真那-必杀-爆伤-1级	4	hurtValue509	6832	1	4				1000		
1064009	真那-必杀-爆伤-2级	4	hurtValue509	6801	1	4				1500		
1064010	真那-必杀-爆伤-2级	4	hurtValue509	6802	1	4				1500		
1064011	真那-必杀-爆伤-2级	4	hurtValue509	6811	1	4				1500		
1064012	真那-必杀-爆伤-2级	4	hurtValue509	6812	1	4				1500		
1064013	真那-必杀-爆伤-2级	4	hurtValue509	6821	1	4				1500		
1064014	真那-必杀-爆伤-2级	4	hurtValue509	6822	1	4				1500		
1064015	真那-必杀-爆伤-2级	4	hurtValue509	6831	1	4				1500		
1064016	真那-必杀-爆伤-2级	4	hurtValue509	6832	1	4				1500		
1064017	真那-必杀-爆伤-3级	4	hurtValue509	6801	1	4				2000		
1064018	真那-必杀-爆伤-3级	4	hurtValue509	6802	1	4				2000		
1064019	真那-必杀-爆伤-3级	4	hurtValue509	6811	1	4				2000		
1064020	真那-必杀-爆伤-3级	4	hurtValue509	6812	1	4				2000		
1064021	真那-必杀-爆伤-3级	4	hurtValue509	6821	1	4				2000		
1064022	真那-必杀-爆伤-3级	4	hurtValue509	6822	1	4				2000		
1064023	真那-必杀-爆伤-3级	4	hurtValue509	6831	1	4				2000		
1064024	真那-必杀-爆伤-3级	4	hurtValue509	6832	1	4				2000		
1064025	真那-必杀-爆伤-4级	4	hurtValue509	6801	1	4				2500		
1064026	真那-必杀-爆伤-4级	4	hurtValue509	6802	1	4				2500		
1064027	真那-必杀-爆伤-4级	4	hurtValue509	6811	1	4				2500		
1064028	真那-必杀-爆伤-4级	4	hurtValue509	6812	1	4				2500		
1064029	真那-必杀-爆伤-4级	4	hurtValue509	6821	1	4				2500		
1064030	真那-必杀-爆伤-4级	4	hurtValue509	6822	1	4				2500		
1064031	真那-必杀-爆伤-4级	4	hurtValue509	6831	1	4				2500		
1064032	真那-必杀-爆伤-4级	4	hurtValue509	6832	1	4				2500		
1064033	真那-必杀-精英伤-1级	4	hurtValue655	6801	1	4				400		
1064034	真那-必杀-精英伤-1级	4	hurtValue655	6802	1	4				400		
1064035	真那-必杀-精英伤-1级	4	hurtValue655	6811	1	4				400		
1064036	真那-必杀-精英伤-1级	4	hurtValue655	6812	1	4				400		
1064037	真那-必杀-精英伤-1级	4	hurtValue655	6821	1	4				400		
1064038	真那-必杀-精英伤-1级	4	hurtValue655	6822	1	4				400		
1064039	真那-必杀-精英伤-1级	4	hurtValue655	6831	1	4				400		
1064040	真那-必杀-精英伤-1级	4	hurtValue655	6832	1	4				400		
1064041	真那-必杀-精英伤-2级	4	hurtValue655	6801	1	4				800		
1064042	真那-必杀-精英伤-2级	4	hurtValue655	6802	1	4				800		
1064043	真那-必杀-精英伤-2级	4	hurtValue655	6811	1	4				800		
1064044	真那-必杀-精英伤-2级	4	hurtValue655	6812	1	4				800		
1064045	真那-必杀-精英伤-2级	4	hurtValue655	6821	1	4				800		
1064046	真那-必杀-精英伤-2级	4	hurtValue655	6822	1	4				800		
1064047	真那-必杀-精英伤-2级	4	hurtValue655	6831	1	4				800		
1064048	真那-必杀-精英伤-2级	4	hurtValue655	6832	1	4				800		
1064049	真那-必杀-精英伤-3级	4	hurtValue655	6801	1	4				1200		
1064050	真那-必杀-精英伤-3级	4	hurtValue655	6802	1	4				1200		
1064051	真那-必杀-精英伤-3级	4	hurtValue655	6811	1	4				1200		
1064052	真那-必杀-精英伤-3级	4	hurtValue655	6812	1	4				1200		
1064053	真那-必杀-精英伤-3级	4	hurtValue655	6821	1	4				1200		
1064054	真那-必杀-精英伤-3级	4	hurtValue655	6822	1	4				1200		
1064055	真那-必杀-精英伤-3级	4	hurtValue655	6831	1	4				1200		
1064056	真那-必杀-精英伤-3级	4	hurtValue655	6832	1	4				1200		
1064057	真那-必杀-CDR-1级	1	cd	100680	1	4				-500		
1064058	真那-必杀-CDR-2级	1	cd	100680	1	4				-1000		
1064059	真那-必杀-CDR-3级	1	cd	100680	1	4				-1500		
1064060	真那-必杀-穿透率-1级	4	hurtValue503	6801	1	4				300		
1064061	真那-必杀-穿透率-1级	4	hurtValue503	6802	1	4				300		
1064062	真那-必杀-穿透率-1级	4	hurtValue503	6811	1	4				300		
1064063	真那-必杀-穿透率-1级	4	hurtValue503	6812	1	4				300		
1064064	真那-必杀-穿透率-1级	4	hurtValue503	6821	1	4				300		
1064065	真那-必杀-穿透率-1级	4	hurtValue503	6822	1	4				300		
1064066	真那-必杀-穿透率-1级	4	hurtValue503	6831	1	4				300		
1064067	真那-必杀-穿透率-1级	4	hurtValue503	6832	1	4				300		
1064068	真那-必杀-穿透率-2级	4	hurtValue503	6801	1	4				500		
1064069	真那-必杀-穿透率-2级	4	hurtValue503	6802	1	4				500		
1064070	真那-必杀-穿透率-2级	4	hurtValue503	6811	1	4				500		
1064071	真那-必杀-穿透率-2级	4	hurtValue503	6812	1	4				500		
1064072	真那-必杀-穿透率-2级	4	hurtValue503	6821	1	4				500		
1064073	真那-必杀-穿透率-2级	4	hurtValue503	6822	1	4				500		
1064074	真那-必杀-穿透率-2级	4	hurtValue503	6831	1	4				500		
1064075	真那-必杀-穿透率-2级	4	hurtValue503	6832	1	4				500		
1064076	真那-必杀-穿透率-3级	4	hurtValue503	6801	1	4				700		
1064077	真那-必杀-穿透率-3级	4	hurtValue503	6802	1	4				700		
1064078	真那-必杀-穿透率-3级	4	hurtValue503	6811	1	4				700		
1064079	真那-必杀-穿透率-3级	4	hurtValue503	6812	1	4				700		
1064080	真那-必杀-穿透率-3级	4	hurtValue503	6821	1	4				700		
1064081	真那-必杀-穿透率-3级	4	hurtValue503	6822	1	4				700		
1064082	真那-必杀-穿透率-3级	4	hurtValue503	6831	1	4				700		
1064083	真那-必杀-穿透率-3级	4	hurtValue503	6832	1	4				700		
1064084	真那-必杀-穿透率-4级	4	hurtValue503	6801	1	4				1000		
1064085	真那-必杀-穿透率-4级	4	hurtValue503	6802	1	4				1000		
1064086	真那-必杀-穿透率-4级	4	hurtValue503	6811	1	4				1000		
1064087	真那-必杀-穿透率-4级	4	hurtValue503	6812	1	4				1000		
1064088	真那-必杀-穿透率-4级	4	hurtValue503	6821	1	4				1000		
1064089	真那-必杀-穿透率-4级	4	hurtValue503	6822	1	4				1000		
1064090	真那-必杀-穿透率-4级	4	hurtValue503	6831	1	4				1000		
1064091	真那-必杀-穿透率-4级	4	hurtValue503	6832	1	4				1000		
1064092	真那-必杀-技能伤-1级	4	hurtScale	6801	1	4				0.05		
1064093	真那-必杀-技能伤-1级	4	hurtScale	6802	1	4				0.05		
1064094	真那-必杀-技能伤-1级	4	hurtScale	6811	1	4				0.05		
1064095	真那-必杀-技能伤-1级	4	hurtScale	6812	1	4				0.05		
1064096	真那-必杀-技能伤-1级	4	hurtScale	6821	1	4				0.05		
1064097	真那-必杀-技能伤-1级	4	hurtScale	6822	1	4				0.05		
1064098	真那-必杀-技能伤-1级	4	hurtScale	6831	1	4				0.05		
1064099	真那-必杀-技能伤-1级	4	hurtScale	6832	1	4				0.05		
1064100	真那-必杀-技能伤-2级	4	hurtScale	6801	1	4				0.1		
1064101	真那-必杀-技能伤-2级	4	hurtScale	6802	1	4				0.1		
1064102	真那-必杀-技能伤-2级	4	hurtScale	6811	1	4				0.1		
1064103	真那-必杀-技能伤-2级	4	hurtScale	6812	1	4				0.1		
1064104	真那-必杀-技能伤-2级	4	hurtScale	6821	1	4				0.1		
1064105	真那-必杀-技能伤-2级	4	hurtScale	6822	1	4				0.1		
1064106	真那-必杀-技能伤-2级	4	hurtScale	6831	1	4				0.1		
1064107	真那-必杀-技能伤-2级	4	hurtScale	6832	1	4				0.1		
1064108	真那-必杀-技能伤-3级	4	hurtScale	6801	1	4				0.15		
1064109	真那-必杀-技能伤-3级	4	hurtScale	6802	1	4				0.15		
1064110	真那-必杀-技能伤-3级	4	hurtScale	6811	1	4				0.15		
1064111	真那-必杀-技能伤-3级	4	hurtScale	6812	1	4				0.15		
1064112	真那-必杀-技能伤-3级	4	hurtScale	6821	1	4				0.15		
1064113	真那-必杀-技能伤-3级	4	hurtScale	6822	1	4				0.15		
1064114	真那-必杀-技能伤-3级	4	hurtScale	6831	1	4				0.15		
1064115	真那-必杀-技能伤-3级	4	hurtScale	6832	1	4				0.15		
1064116	真那-必杀-技能伤-4级	4	hurtScale	6801	1	4				0.2		
1064117	真那-必杀-技能伤-4级	4	hurtScale	6802	1	4				0.2		
1064118	真那-必杀-技能伤-4级	4	hurtScale	6811	1	4				0.2		
1064119	真那-必杀-技能伤-4级	4	hurtScale	6812	1	4				0.2		
1064120	真那-必杀-技能伤-4级	4	hurtScale	6821	1	4				0.2		
1064121	真那-必杀-技能伤-4级	4	hurtScale	6822	1	4				0.2		
1064122	真那-必杀-技能伤-4级	4	hurtScale	6831	1	4				0.2		
1064123	真那-必杀-技能伤-4级	4	hurtScale	6832	1	4				0.2		
1064801	真那-技能效果-必杀-1级	1	first	100680	2	4				6081		
1064802	真那-技能效果-必杀-2级	1	first	100680	2	4				6082		
1064803	真那-技能效果-必杀-3级	1	first	100680	2	4				6083		
1065001	真那-被动3-CDR	1	cd	100620	1	4				-1000		
1065002	真那-被动3-CDR	1	cd	100670	1	4				-2000		
1065003	真那-被动3-CDR	1	cd	100680	1	4				-4000		
1065004	真那-被动11-消耗+技能伤	1	costEnergy	100620	1	4				10		
1065005	真那-被动11-消耗+技能伤	1	costEnergy	100670	1	4				10		
1065006	真那-被动11-消耗+技能伤	1	costEnergy	100680	1	4				10		
1065007	真那-被动11-消耗+技能伤	4	hurtScale	6201	1	4				0.35		
1065008	真那-被动11-消耗+技能伤	4	hurtScale	6202	1	4				0.35		
1065009	真那-被动11-消耗+技能伤	4	hurtScale	6203	1	4				0.35		
1065010	真那-被动11-消耗+技能伤	4	hurtScale	6204	1	4				0.35		
1065011	真那-被动11-消耗+技能伤	4	hurtScale	6205	1	4				0.35		
1065012	真那-被动11-消耗+技能伤	4	hurtScale	6211	1	4				0.35		
1065013	真那-被动11-消耗+技能伤	4	hurtScale	6212	1	4				0.35		
1065014	真那-被动11-消耗+技能伤	4	hurtScale	6213	1	4				0.35		
1065015	真那-被动11-消耗+技能伤	4	hurtScale	6214	1	4				0.35		
1065016	真那-被动11-消耗+技能伤	4	hurtScale	6215	1	4				0.35		
1065017	真那-被动11-消耗+技能伤	4	hurtScale	6220	1	4				0.35		
1065018	真那-被动11-消耗+技能伤	4	hurtScale	6231	1	4				0.35		
1065019	真那-被动11-消耗+技能伤	4	hurtScale	6232	1	4				0.35		
1065020	真那-被动11-消耗+技能伤	4	hurtScale	6233	1	4				0.35		
1065021	真那-被动11-消耗+技能伤	4	hurtScale	6234	1	4				0.35		
1065022	真那-被动11-消耗+技能伤	4	hurtScale	6235	1	4				0.35		
1065023	真那-被动11-消耗+技能伤	4	hurtScale	6240	1	4				0.35		
1065024	真那-被动11-消耗+技能伤	4	hurtScale	6250	1	4				0.35		
1065025	真那-被动11-消耗+技能伤	4	hurtScale	6261	1	4				0.35		
1065026	真那-被动11-消耗+技能伤	4	hurtScale	6262	1	4				0.35		
1065027	真那-被动11-消耗+技能伤	4	hurtScale	6263	1	4				0.35		
1065028	真那-被动11-消耗+技能伤	4	hurtScale	6264	1	4				0.35		
1065029	真那-被动11-消耗+技能伤	4	hurtScale	6265	1	4				0.35		
1065030	真那-被动11-消耗+技能伤	4	hurtScale	6270	1	4				0.35		
1065031	真那-被动11-消耗+技能伤	4	hurtScale	6280	1	4				0.35		
1065032	真那-被动11-消耗+技能伤	4	hurtScale	6700	1	4				0.35		
1065033	真那-被动11-消耗+技能伤	4	hurtScale	6710	1	4				0.35		
1065034	真那-被动11-消耗+技能伤	4	hurtScale	6720	1	4				0.35		
1065035	真那-被动11-消耗+技能伤	4	hurtScale	6730	1	4				0.35		
1065036	真那-被动11-消耗+技能伤	4	hurtScale	6740	1	4				0.35		
1065037	真那-被动11-消耗+技能伤	4	hurtScale	6750	1	4				0.35		
1065038	真那-被动11-消耗+技能伤	4	hurtScale	6760	1	4				0.35		
1065039	真那-被动11-消耗+技能伤	4	hurtScale	6761	1	4				0.35		
1065040	真那-被动11-消耗+技能伤	4	hurtScale	6770	1	4				0.35		
1065041	真那-被动11-消耗+技能伤	4	hurtScale	6771	1	4				0.35		
1065042	真那-被动11-消耗+技能伤	4	hurtScale	6801	1	4				0.35		
1065043	真那-被动11-消耗+技能伤	4	hurtScale	6802	1	4				0.35		
1065044	真那-被动11-消耗+技能伤	4	hurtScale	6811	1	4				0.35		
1065045	真那-被动11-消耗+技能伤	4	hurtScale	6812	1	4				0.35		
1065046	真那-被动11-消耗+技能伤	4	hurtScale	6821	1	4				0.35		
1065047	真那-被动11-消耗+技能伤	4	hurtScale	6822	1	4				0.35		
1065048	真那-被动11-消耗+技能伤	4	hurtScale	6831	1	4				0.35		
1065049	真那-被动11-消耗+技能伤	4	hurtScale	6832	1	4				0.35		
1081001	夕玄-普攻-伤害-1级	4	hurtScale	8810	1	4				0.05		
1081002	夕玄-普攻-伤害-1级	4	hurtScale	8820	1	4				0.05		
1081003	夕玄-普攻-伤害-1级	4	hurtScale	8830	1	4				0.05		
1081004	夕玄-普攻-伤害-1级	4	hurtScale	8840	1	4				0.05		
1081005	夕玄-普攻-伤害-1级	4	hurtScale	8850	1	4				0.05		
1081006	夕玄-普攻-伤害-1级	4	hurtScale	8855	1	4				0.05		
1081007	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081008	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081009	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081010	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081011	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081012	夕玄-普攻-伤害-2级	4	hurtScale	8810	1	4				0.1		
1081013	夕玄-普攻-伤害-3级	4	hurtScale	8810	1	4				0.15		
1081014	夕玄-普攻-伤害-3级	4	hurtScale	8820	1	4				0.15		
1081015	夕玄-普攻-伤害-3级	4	hurtScale	8830	1	4				0.15		
1081016	夕玄-普攻-伤害-3级	4	hurtScale	8840	1	4				0.15		
1081017	夕玄-普攻-伤害-3级	4	hurtScale	8850	1	4				0.15		
1081018	夕玄-普攻-伤害-3级	4	hurtScale	8855	1	4				0.15		
1081019	夕玄-普攻-伤害-4级	4	hurtScale	8810	1	4				0.2		
1081020	夕玄-普攻-伤害-4级	4	hurtScale	8820	1	4				0.2		
1081021	夕玄-普攻-伤害-4级	4	hurtScale	8830	1	4				0.2		
1081022	夕玄-普攻-伤害-4级	4	hurtScale	8840	1	4				0.2		
1081023	夕玄-普攻-伤害-4级	4	hurtScale	8850	1	4				0.2		
1081024	夕玄-普攻-伤害-4级	4	hurtScale	8855	1	4				0.2		
1081025	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8810	1	4				200		
1081026	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8820	1	4				200		
1081027	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8830	1	4				200		
1081028	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8840	1	4				200		
1081029	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8850	1	4				200		
1081030	夕玄-普攻-能量怪物伤-1级	4	hurtValue651	8855	1	4				200		
1081031	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081032	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081033	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081034	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081035	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081036	夕玄-普攻-能量怪物伤-2级	4	hurtValue651	8810	1	4				400		
1081037	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8810	1	4				600		
1081038	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8820	1	4				600		
1081039	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8830	1	4				600		
1081040	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8840	1	4				600		
1081041	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8850	1	4				600		
1081042	夕玄-普攻-能量怪物伤-3级	4	hurtValue651	8855	1	4				600		
1081043	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8810	1	4				800		
1081044	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8820	1	4				800		
1081045	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8830	1	4				800		
1081046	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8840	1	4				800		
1081047	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8850	1	4				800		
1081048	夕玄-普攻-能量怪物伤-4级	4	hurtValue651	8855	1	4				800		
1081049	夕玄-普攻-攻速-1级	2	actionSpeed	8001	1	4				500		
1081050	夕玄-普攻-攻速-1级	2	actionSpeed	8002	1	4				500		
1081051	夕玄-普攻-攻速-1级	2	actionSpeed	8003	1	4				500		
1081052	夕玄-普攻-攻速-1级	2	actionSpeed	8004	1	4				500		
1081053	夕玄-普攻-攻速-1级	2	actionSpeed	8005	1	4				500		
1081054	夕玄-普攻-攻速-2级	2	actionSpeed	8001	1	4				1000		
1081055	夕玄-普攻-攻速-2级	2	actionSpeed	8002	1	4				1000		
1081056	夕玄-普攻-攻速-2级	2	actionSpeed	8003	1	4				1000		
1081057	夕玄-普攻-攻速-2级	2	actionSpeed	8004	1	4				1000		
1081058	夕玄-普攻-攻速-2级	2	actionSpeed	8005	1	4				1000		
1081059	夕玄-普攻-攻速-3级	2	actionSpeed	8001	1	4				1500		
1081060	夕玄-普攻-攻速-3级	2	actionSpeed	8002	1	4				1500		
1081061	夕玄-普攻-攻速-3级	2	actionSpeed	8003	1	4				1500		
1081062	夕玄-普攻-攻速-3级	2	actionSpeed	8004	1	4				1500		
1081063	夕玄-普攻-攻速-3级	2	actionSpeed	8005	1	4				1500		
1081064	夕玄-普攻-穿透率-1级	4	hurtValue503	8810	1	4				300		
1081065	夕玄-普攻-穿透率-1级	4	hurtValue503	8820	1	4				300		
1081066	夕玄-普攻-穿透率-1级	4	hurtValue503	8830	1	4				300		
