id	名称(策划用,ID=(heroId-1)*1000+type*1000+pos*10+1)	效果描述(策划用,51字内)	效果名称	效果图标	图标边框	所属英雄	技能ID(不同皮肤技能用数组形式)	技能类型(1普攻,2技能一,3小技能二,4必杀,5闪避技能,6觉醒技能,7,出场技能,8.下落技能,9起身震飞,0被动)	效果编号(1-9)	效果等级	基本描述	效果简述	被动技能补充描述	加成效果显示	消耗天赋点	前置效果要求	后置技能	主技能连线标识(连主技能=1,不连不填)	英雄等级要求	天使星级要求	附加效果	附带buff	展示视频	服务器位置（警告:不可修改）
110804102	夕弦必杀-普怪伤	必杀对普通怪物伤害+8%	10801080	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	10	2	10802080	10803080			5			1	1	1	1084010-1084011-1084012-1084013-1084014-1084015-1084016-1084017-1084018			10
110804103	夕弦必杀-普怪伤	必杀对普通怪物伤害+12%	10801081	icon/angleskill/10133_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	10	3	10802081	10803081			5		[110804021]	1	1	1	1084019-1084020-1084021-1084022-1084023-1084024-1084025-1084026-1084027			10
110804131	夕弦必杀-技能暴伤	必杀暴击伤害+8%	10801082	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	13	1	10802082	10803082			5	[[110804041]]			1	1	1084028-1084029-1084030-1084031-1084032-1084033-1084034-1084035-1084036			13
110804132	夕弦必杀-技能暴伤	必杀暴击伤害+16%	10801083	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	13	2	10802083	10803083			5	[[110804041]]			1	1	1084037-1084038-1084039-1084040-1084041-1084042-1084043-1084044-1084045			13
110804133	夕弦必杀-技能暴伤	必杀暴击伤害+24%	10801084	icon/angleskill/10130_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	13	3	10802084	10803084			5	[[110804041]]	[110804051,110804052,110804053,110804054]		1	1	1084046-1084047-1084048-1084049-1084050-1084051-1084052-1084053-1084054			13
110804041	夕弦必杀-2级		10801085	icon/angleskill/90003_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	4	1	10802085	10803085			10	[[110804033]]	[110804131,110804132,110804133]		1	1	1084802		video/xx_4_2.mp4	4
110804071	夕弦必杀-吸血	必杀命中目标时,将会使伤害值的2%转化为自身生命值	10801086	icon/angleskill/10121_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	7	1	10802086	10803086			5				1	1				7
110804072	夕弦必杀-吸血	必杀命中目标时,将会使伤害值的3%转化为自身生命值	10801087	icon/angleskill/10121_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	7	2	10802087	10803087			5				1	1				7
110804073	夕弦必杀-吸血	必杀命中目标时,将会使伤害值的4%转化为自身生命值	10801088	icon/angleskill/10121_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	7	3	10802088	10803088			5				1	1				7
110804074	夕弦必杀-吸血	必杀命中目标时,将会使伤害值的5%转化为自身生命值	10801089	icon/angleskill/10121_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	7	4	10802089	10803089			5				1	1				7
110804121	夕弦必杀-消耗	必杀风之力消耗-1点	10801090	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	12	1	10802090	10803090			5				1	1	1084055			12
110804122	夕弦必杀-消耗	必杀风之力消耗-2点	10801091	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	12	2	10802091	10803091			5				1	1	1084056			12
110804123	夕弦必杀-消耗	必杀风之力消耗-3点	10801092	icon/angleskill/10111_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	12	3	10802092	10803092			5				1	1	1084057			12
110804081	夕弦必杀-3级		10801093	icon/angleskill/90003_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	8	1	10802093	10803093			10	[[110804054]]			1	1	1084803		video/xx_4_3.mp4	8
110804051	夕弦必杀-穿透率	必杀穿透率+3%	10801094	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	5	1	10802094	10803094			5	[[110804133]]			1	1	1084058-1084059-1084060-1084061-1084062-1084063-1084064-1084065-1084066			5
110804052	夕弦必杀-穿透率	必杀穿透率+5%	10801095	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	5	2	10802095	10803095			5	[[110804133]]			1	1	1084067-1084068-1084069-1084070-1084071-1084072-1084073-1084074-1084075			5
110804053	夕弦必杀-穿透率	必杀穿透率+7%	10801096	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	5	3	10802096	10803096			5	[[110804133]]			1	1	1084076-1084077-1084078-1084079-1084080-1084081-1084082-1084083-1084084			5
110804054	夕弦必杀-穿透率	必杀穿透率+10%	10801097	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/025.png	110801	100820	4	5	4	10802097	10803097			5	[[110804133]]	[110804081]		1	1	1084085-1084086-1084087-1084088-1084089-1084090-1084091-1084092-1084093			5
110810011	夕弦被动1	使用技能将额外消耗20%点风之力,并使技能伤害+25%	10801098	icon/angleskill/10103_angleskillA.png		110801		10	1	1	10802098	10803098							1		1085001-1085002-1085003-1085004-1085005-1085006-1085007-1085008-1085009-1085010-1085011-1085012-1085013-1085014-1085015-1085016-1085017-1085018-1085019-1085020-1085021-1085022-1085023-1085024-1085025-1085026-1085027-1085028-1085029-1085030-1085031-1085032-1085032-1085034-1085035-1085036-1085037			1
110810021	夕弦被动2	对生命值高于70%的目标,产生的暴击伤害提升30%	10801099	icon/angleskill/10130_angleskillA.png		110801		10	2	1	10802099	10803099							2					2
110810031	夕弦被动3	物理伤害产生暴击的几率提升15%,暴击伤害提升30%	10801100	icon/angleskill/10136_angleskillA.png		110801		10	3	1	10802100	10803100							3					3
110810041	夕弦被动4	旋风伤害技能每次命中目标都将使目标减速40%,持续2s	10801101	icon/angleskill/10129_angleskillA.png		110801		10	4	1	10802101	10803101							4					4
110810051	夕弦被动5	技能对加速目标伤害提升20%	10801102	icon/angleskill/10101_angleskillA.png		110801		10	5	1	10802102	10803102							5					5
110810061	夕弦被动6	减少身边所有敌人移动速度10%	10801103	icon/angleskill/10129_angleskillA.png		110801		10	6	1	10802103	10803103							6					6
110810071	夕弦被动7	攻击撕裂的目标,自身攻击速度/移动速度分别提升20%/15%,持续3秒	10801104	icon/angleskill/10138_angleskillA.png		110801		10	7	1	10802104	10803104							7					7
110810081	夕弦被动8	每一层撕裂,减少目标防御力5%	10801105	icon/angleskill/10125_angleskillA.png		110801		10	8	1	10802105	10803105							8					8
110810091	夕弦被动9	每次命中目标都有30%的几率使目标被撕裂	10801106	icon/angleskill/130004_angleskillA.png		110801		10	9	1	10802106	10803106							9					9
110810101	夕弦被动10	技能风之力消耗-20%	10801107	icon/angleskill/10111_angleskillA.png		110801		10	10	1	10802107	10803107							10		1085038-1085039-1085040			10
110810111	夕弦被动11	风之力恢复速度+2	10801108	icon/angleskill/10108_angleskillA.png		110801		10	11	1	10802108	10803108							11					11
110810121	夕弦被动12	每次命中都有30%几率获得3点风之力	10801109	icon/angleskill/10108_angleskillA.png		110801		10	12	1	10802109	10803109							12					12
110810131	夕弦被动13	当自身生命值低于50%时,获得15%最大生命值的旋风护盾,冷却时间40秒	10801110	icon/angleskill/10005_angleskillA.png		110801		10	13	1	10802110	10803110							13					13
110810141	夕弦被动14	攻击会减少目标防御5%,可叠加5层,持续5秒	10801111	icon/angleskill/90002_angleskillA.png		110801		10	14	1	10802111	10803111							14					14
110810151	夕弦被动15	使用闪避后,获得闪避几率提升20%,持续4秒,冷却时间15秒	10801112	icon/angleskill/90001_angleskillA.png		110801		10	15	1	10802112	10803112							15					15
110810161	夕弦被动16	当前生命值每减少1%,伤害+1%,最多+50%	10801113	icon/angleskill/70006_angleskillA.png		110801		10	16	1	10802113	10803113							16					16
110906011	艾伦觉醒-1级	艾伦觉醒-1级	10901001	icon/angleskill/10101_angleskillA.png		110901	100960	6	1	1	10902001	10903001			5				1	1				1
110906012	艾伦觉醒-2级	艾伦觉醒-2级	10901002	icon/angleskill/10101_angleskillA.png		110901	100960	6	1	2	10902002	10903002			5				2	1				1
110906013	艾伦觉醒-3级	艾伦觉醒-3级	10901003	icon/angleskill/10101_angleskillA.png		110901	100960	6	1	3	10902003	10903003			5				3	1				1
110906014	艾伦觉醒-4级	艾伦觉醒-4级	10901004	icon/angleskill/10101_angleskillA.png		110901	100960	6	1	4	10902004	10903004			5				4	1				1
110901121	艾伦普攻-普攻伤害	普攻伤害+5%	10901005	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	12	1	10902005	10903005			5	[[110901084]]			1	1	1091021-1091022-1091023-1091024-1091025			12
110901122	艾伦普攻-普攻伤害	普攻伤害+10%	10901006	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	12	2	10902006	10903006			5	[[110901084]]			1	1	1091026-1091027-1091028-1091029-1091030			12
110901123	艾伦普攻-普攻伤害	普攻伤害+15%	10901007	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	12	3	10902007	10903007			5	[[110901084]]			1	1	1091031-1091032-1091033-1091034-1091035			12
110901124	艾伦普攻-普攻伤害	普攻伤害+20%	10901008	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	12	4	10902008	10903008			5	[[110901084]]	[110901061]		1	1	1091036-1091037-1091038-1091039-1091040			12
110901071	艾伦普攻-艾伦4段		10901009	icon/angleskill/100006_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	7	1	10902009	10903009			10	[[110901024]]	[110901081,110901082,110901083,110901084]		1	1	1091801		video/al_1_1.mp4	7
110901021	艾伦普攻-Boss伤	普攻对Boss伤害+2%	10901010	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	2	1	10902010	10903010			5			1	1	1	1091001-1091002-1091003-1091004-1091005			2
110901022	艾伦普攻-Boss伤	普攻对Boss伤害+4%	10901011	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	2	2	10902011	10903011			5			1	1	1	1091006-1091007-1091008-1091009-1091010			2
110901023	艾伦普攻-Boss伤	普攻对Boss伤害+7%	10901012	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	2	3	10902012	10903012			5			1	1	1	1091011-1091012-1091013-1091014-1091015			2
110901024	艾伦普攻-Boss伤	普攻对Boss伤害+10%	10901013	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	2	4	10902013	10903013			5		[110901071]	1	1	1	1091016-1091017-1091018-1091019-1091020			2
110901051	艾伦普攻-攻速	普攻攻速+3%	10901014	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	5	1	10902014	10903014			5	[[110901061]]			1	1	1091056-1091057-1091058-1091059-1091060-1091061-1091062-1091063-1091064-1091065			5
110901052	艾伦普攻-攻速	普攻攻速+6%	10901015	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	5	2	10902015	10903015			5	[[110901061]]			1	1	1091066-1091067-1091068-1091069-1091070-1091071-1091072-1091073-1091074-1091075			5
110901053	艾伦普攻-攻速	普攻攻速+9%	10901016	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	5	3	10902016	10903016			5	[[110901061]]			1	1	1091076-1091077-1091078-1091079-1091080-1091081-1091082-1091083-1091084-1091085			5
110901054	艾伦普攻-攻速	普攻攻速+12%	10901017	icon/angleskill/10103_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	5	4	10902017	10903017			5	[[110901061]]	[110901041,110901042,110901043,110901044]		1	1	1091086-1091087-1091088-1091089-1091090-1091091-1091092-1091093-1091094-1091095			5
110901061	艾伦普攻-艾伦5段		10901018	icon/angleskill/100006_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	6	1	10902018	10903018			10	[[110901124]]	[110901051,110901052,110901053,110901054]		1	1	1091802		video/al_1_2.mp4	6
110901041	艾伦普攻-穿透率	普攻穿透率+3%	10901019	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	4	1	10902019	10903019			5	[[110901054]]			1	1	1091096-1091097-1091098-1091099-1091100			4
110901042	艾伦普攻-穿透率	普攻穿透率+5%	10901020	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	4	2	10902020	10903020			5	[[110901054]]			1	1	1091101-1091102-1091103-1091104-1091105			4
110901043	艾伦普攻-穿透率	普攻穿透率+7%	10901021	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	4	3	10902021	10903021			5	[[110901054]]			1	1	1091106-1091107-1091108-1091109-1091110			4
110901044	艾伦普攻-穿透率	普攻穿透率+10%	10901022	icon/angleskill/10118_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	4	4	10902022	10903022			5	[[110901054]]	[110901341]		1	1	1091111-1091112-1091113-1091114-1091115			4
110901131	艾伦普攻-精灵伤	普攻对精灵类怪物伤害+5%	10901023	icon/angleskill/10132_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	13	1	10902023	10903023			5				1	1	1091041-1091042-1091043-1091044-1091045			13
110901132	艾伦普攻-精灵伤	普攻对精灵类怪物伤害+10%	10901024	icon/angleskill/10132_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	13	2	10902024	10903024			5				1	1	1091046-1091047-1091048-1091049-1091050			13
110901133	艾伦普攻-精灵伤	普攻对精灵类怪物伤害+15%	10901025	icon/angleskill/10132_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	13	3	10902025	10903025			5				1	1	1091051-1091052-1091053-1091054-1091055			13
110901341	艾伦普攻-3级		10901026	icon/angleskill/100006_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	34	1	10902026	10903026			10	[[110901044]]			1	1	1091803		video/al_1_3.mp4	34
110901081	艾伦普攻-吸血	普攻命中时有10%的几率将伤害值的5%转化为自身生命值	10901027	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	8	1	10902027	10903027			5	[[110901071]]			1	1				8
110901082	艾伦普攻-吸血	普攻命中时有10%的几率将伤害值的5%转化为自身生命值	10901028	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	8	2	10902028	10903028			5	[[110901071]]			1	1				8
110901083	艾伦普攻-吸血	普攻命中时有10%的几率将伤害值的5%转化为自身生命值	10901029	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	8	3	10902029	10903029			5	[[110901071]]			1	1				8
110901084	艾伦普攻-吸血	普攻命中时有10%的几率将伤害值的5%转化为自身生命值	10901030	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/024.png	110901	100910	1	8	4	10902030	10903030			5	[[110901071]]	[110901121,110901122,110901123,110901124]		1	1				8
110902051	艾伦技能1-Boss伤	技能1对Boss伤害+2%	10901031	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	5	1	10902031	10903031			5				1	1	1092028-1092029-1092030-1092031-1092032-1092033			5
110902052	艾伦技能1-Boss伤	技能1对Boss伤害+4%	10901032	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	5	2	10902032	10903032			5				1	1	1092034-1092035-1092036-1092037-1092038-1092039			5
110902053	艾伦技能1-Boss伤	技能1对Boss伤害+7%	10901033	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	5	3	10902033	10903033			5				1	1	1092040-1092041-1092042-1092043-1092044-1092045			5
110902054	艾伦技能1-Boss伤	技能1对Boss伤害+10%	10901034	icon/angleskill/10134_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	5	4	10902034	10903034			5				1	1	1092046-1092047-1092048-1092049-1092050-1092051			5
110902161	艾伦技能1-1级		10901035	icon/angleskill/100004_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	16	1	10902035	10903035			10	[[110902073]]	[110902151,110902152,110902153]		1	1	1092802		video/al_3_1.mp4	16
110902151	艾伦技能1-CDR	技能1冷却缩短-0.5秒	10901036	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	15	1	10902036	10903036			5	[[110902161]]			1	1	1092001			15
110902152	艾伦技能1-CDR	技能1冷却缩短-1秒	10901037	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	15	2	10902037	10903037			5	[[110902161]]			1	1	1092002			15
110902153	艾伦技能1-CDR	技能1冷却缩短-1.5秒	10901038	icon/angleskill/10106_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	15	3	10902038	10903038			5	[[110902161]]	[110902091,110902092,110902093,110902094]		1	1	1092003			15
110902091	艾伦技能1-技能伤害	招架成功后,一闪技能伤害+5%	10901039	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	9	1	10902039	10903039			5	[[110902153]]			1	1	1092004-1092005-1092006-1092007-1092008-1092009			9
110902092	艾伦技能1-技能伤害	招架成功后,一闪技能伤害+10%	10901040	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	9	2	10902040	10903040			5	[[110902153]]			1	1	1092010-1092011-1092012-1092013-1092014-1092015			9
110902093	艾伦技能1-技能伤害	招架成功后,一闪技能伤害+15%	10901041	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	9	3	10902041	10903041			5	[[110902153]]			1	1	1092016-1092017-1092018-1092019-1092020-1092021			9
110902094	艾伦技能1-技能伤害	招架成功后,一闪技能伤害+20%	10901042	icon/angleskill/10101_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	9	4	10902042	10903042			5	[[110902153]]	[110902081]		1	1	1092022-1092023-1092024-1092025-1092026-1092027			9
110902081	艾伦技能1-2级		10901043	icon/angleskill/100004_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	8	1	10902043	10903043			10	[[110902094]]	[110902061,110902062,110902063]		1	1	1092802-1092803-1092804		video/al_3_2.mp4	8
110902061	艾伦技能1-技能冷却	招架成功后,招架技能冷却缩短1秒	10901044	icon/angleskill/10116_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	6	1	10902044	10903044			5	[[110902081]]			1	1				6
110902062	艾伦技能1-技能冷却	招架成功后,招架技能冷却缩短2秒	10901045	icon/angleskill/10116_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	6	2	10902045	10903045			5	[[110902081]]			1	1				6
110902063	艾伦技能1-技能冷却	招架成功后,招架技能冷却缩短3秒	10901046	icon/angleskill/10116_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	6	3	10902046	10903046			5	[[110902081]]	[110902021,110902022,110902023,110902024]		1	1				6
110902071	艾伦技能1-招架回复	招架成功后,回复自身5%的最大生命值	10901047	icon/angleskill/10119_angleskillA.png	ui/fairy_angle/026.png	110901	100930	2	7	1	10902047	10903047			5			1	1	1				7
