	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	跳转（选项）	注释	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
402009	101010402	1	{}		100	1	“哈……哈哈哈，是这样吗？”	1	{}				{}				402010				1									{}											{}											{}												{}	sound/bgm/date_021.mp3																{}	{}					{}	{}							{}	{}	{}	{}
402010	101010402	1	{}		100	夜刀神十香	“……好勉强哦。”	1	{}				{}				402011				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402011	101010402	1	{}		100	1	“是吗？哈哈，其实我只是走得有点累了。”	1	{}				{}				402012				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402012	101010402	1	{}		100	夜刀神十香	“%s太虚弱了，需要看医生吗，还是需要我的特别招待呢？”	1	{}				{}				402013				1			id_normal_13						{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402013	101010402	1	{}		100	1	“什！——什么特别招待啊！别用奇怪的词语啦。”	1	{}				{}				402014				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402014	101010402	1	{}		100	1	“而且也没有到看医生的地步啦，只是需要找个地方休息一下，补充一下水分。”	1	{}				{}				402015				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402015	101010402	1	{}		100		十香忽然伸出柔软的舌头在我的脸上舔了一下。	1	{}				{}				402016				1									{}	1.6										{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402016	101010402	1	{}		100	夜刀神十香	“补充水分，是这个意思吗？”	1	{}				{}				402017				1			id_normal_6						{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402017	101010402	1	{}		100	1	“呜哇哇，啊呀呀！”	1	{}				{}				402018				1									{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402018	101010402	1	{}		100	夜刀神十香	“%s怎么了吗？脸这么红，是发烧了吗？”	1	{}				{}				402019				1			id_pose_10		id_look_11				{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402019	101010402	1	{}		100	1	“没、没事啦，总之我们去前面的冷饮店坐一下吧！”	1	{}				{}				402020						3							{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402020	101010402	1	{}		100			1	{}				{}				402021													{}											{}											{}							scene/bg/bg_jiejiao.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
402021	101010402	1	{}		100		我拉着十香往冷饮店走去。	1	{}				{}				402022													{}											{}											{}												{}	sound/bgm/date_018.mp3																{}	{}					{}	{}							{}	{}	{}	{}
402022	101010402	1	{}		100		前面却出现了人山人海的景象。	1	{}				{}				402023													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402023	101010402	1	{}		100	服务生	“冷饮、冰淇淋，第二份半价！”	1	{}				{}				402024													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402024	101010402	1	{}		100		因为冷饮店半价的关系，人们争先恐后的往前挤。	1	{}				{}				402025													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402025	101010402	1	{}		100	1	“什么情况啊！十香，抓紧我的手。”	1	{}				{}				402026													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402026	101010402	1	{}		100	1	“十香？人呢？”	1	{}				{}				402027													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402027	101010402	1	{}		100		在明白了前面的情况后，我回身去找十香，却发现人已经不见了！	1	{}				{}				402028													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402028	101010402	1	{}		100		紧张地四处张望，我看到了人群中的亚衣。	1	{}				{}				402029													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402029	101010402	1	{}		100			1	{}				{}				402030													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
402030	101010402	1	{}		100	山吹亚衣 	“%s君？好巧啊，你在找什么吗？”	1	{}				{}				402031													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402031	101010402	1	{}		100	1	“亚衣同学！碰到你太好了！你有没有看到一个少女……”	1	{}				{}				402032													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402032	101010402	1	{}		100		我将十香的外貌形容了一下。	1	{}				{}				402033													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402033	101010402	1	{}		100	山吹亚衣 	“好像没看到欸，不过你先别着急，我帮你去游人中心查监控录像吧。”	1	{}				{}				402034													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
402034	101010402	1			100	1	“那就麻烦你了，亚衣同学！”	1	{}				{}																	{}											{}											{}												{}																	{}	{}					{}	{}							{"sign":[125]}	{}	{}	{}
																																																																																																		
501101	101010511	1	{}		100			1	{}				{}				501102	4												{}											{}											{}							scene/bg/bg_gouwuzhongxin.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501102	101010511	1	{}		100		十香走丢的事件简直要命，我必须在第一时间找到她才行。	1	{}				{}				501103													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501103	101010511	1	{}		100	1	“十香有可能还在城市里流浪吧？怎么办啊！”	1	{}				{}				501104													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501104	101010511	1	{}		100			1	{}				{}				501105													{}											{}											{}							scene/bg/bg_wanoudian1.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501105	101010511	1	{}		100		急匆匆地来到玩偶店，碰巧遇到了小丑。	1	{}				{}				501106													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501106	101010511	1	{}		100	1	“这次是街头魔术吗，白鸽子从礼帽飞出，好精彩的样子！”	1	{}				{}				501107													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501107	101010511	1	{}		100	男孩	“拙劣的表演！”	1	{}				{}				501108													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501108	101010511	1	{}		100		这时候男孩不知从那个角落里钻出来，抢走了小丑手上的帽子。	1	{}				{}				501109													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501109	101010511	1	{}		100	1	“又来捣乱，站住！把帽子还给小丑小姐！”	1	{}				{}				501110													{}											{}											{}		0.1-7-9-5-0.024	4									{}																	{}	{}					{}	{}							{}	{}	{}	{}
501110	101010511	1	{}		100	男孩	“你要吗！那给你好了！”	1	{}				{}				501111													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}							{}	{}	{}	{}
501111	101010511	1	{}		100		受惊的白鸽忽然从帽子里飞扑出来，吓得我手脚无措。	1	{}				{}				501112													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501112	101010511	1	{}		100		回过神来时，男孩已经逃跑了，我只好无奈地将帽子还给小丑。	1	{}				{}				501113													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501113	101010511	1	{}		100	小丑	“小哥，这次又多亏了你帮忙。”	1	{}				{}				501114													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501114	101010511	1	{}		100	1	“没什么啦，这次真的只是路过。”	1	{}				{}				501115													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501115	101010511	1	{}		100	小丑	“今天的宣传任务差不多完成了，剩下的三枚幸运币就全送给你吧。”	1	{}				{}				501116													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501116	101010511	1	{}		100		小丑将幸运币交到我手上，挥了挥手，映着昏黄的暮色，转身往街口走去。	1	{}				{}				501117													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501117	101010511	1	{}		100		她的背影看起来十分落寞。	1	{}				{}				501118													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}							{}	{}	{}	{}
501118	101010511	1			100		1	1	{}				{}																	{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501201	101010512	1	{}		100			1	{}				{}				501202	4												{}											{}											{}							scene/bg/bg_huadian1.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501202	101010512	1	{}		100		拼命寻找十香的我来到了花店门口。	1	{}				{}				501203													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501203	101010512	1	{}		100		在这里，我再次见到了那个打扮成小丑模样的少女。	1	{}				{}				501204													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501204	101010512	1	{}		100	1	“这次是经典绝活抛球游戏吗？”	1	{}				{}				501205													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501205	101010512	1	{}		100	1	“六枚彩球！好厉害！这样随便抛也不会掉下来吗！”	1	{}				{}				501206													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501206	101010512	1	{}		100	小孩子们	“哇啊啊！不要掉下来啊！”	1	{}				{}				501207													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501207	101010512	1	{}		100	小丑	“我感受到你们的心意了，一定不会让它们落下的！”	1	{}				{}				501208													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501208	101010512	1	{}		100		表演结束后，小丑向每个观众赠送了幸运币，当然也包括我在内。	1	{}				{}				501209													{}											{}											{}												{}	sound/bgm/date_006.mp3																{}	{}					{}	{}							{}	{}	{}	{}
501209	101010512	1			100		1	1	{}				{}																	{}											{}											{}												{}												1	1				{}	{}					{}	{}							{"items":{543002:1}}	{}	{}	{}
501301	101010513	1	{}		100			1	{}				{}				501302	4												{}											{}											{}							scene/bg/bg_xicanting.png	1		1.3	-1	{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501302	101010513	1	{}		100		寻找十香踪迹的我来到了豪华餐厅。	1	{}				{}				501303													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501303	101010513	1	{}		100		拥有强大食欲的她，会不会出现在这里呢？	1	{}				{}				501304													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501304	101010513	1	{}		100			1	{}				{}				501305													{}											{}											{}							scene/bg/bg_xicanting.png			1.5	-1	{"x":284,"y":-160}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501305	101010513	1	{}		100		我刚走进餐厅大门，忽然出现一只手把我拉到厨房里，竟然是三姐妹中的麻衣。	1	{}				{}				501306													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501306	101010513	1	{}		100	1	“喂喂，麻衣，这是要干什么啊！”	1	{}				{}				501307													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501307	101010513	1	{}		100			1	{}				{}				501308													{}											{}											{}												{}												1	1				{}	{}					{}	{}							{}	{}	{}	{}
501308	101010513	1	{}		100	叶樱麻衣	“这次你一定要帮我啊，%s君！”	1	{}				{}				501309													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501309	101010513	1	{}		100	叶樱麻衣	“餐厅太忙了，人手不够！加上厨师闹肚子，完全到了失控的地步！”	1	{}				{}				501310													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
501310	101010513	1	{}		100	1	“所以你打算让我怎么帮你呢？”	1	{}				{}				501311													{}											{}											{}												{}																	{}	{}					{}	{}							{}	{}	{}	{}
