	剧本号	约会类型(1主线2日常4特殊5外传）	条件	分支节点权重	触发几率	名称	文本内容	文字显示方式(1:逐个出现;2:直接出现)	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	添加标记	删除标记	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物路径2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	调用短信短信	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2	外传结局	解锁结局	事件结算内容	外传结算内容（初次达成）	外传结算内容（多次达成）	额外奖励
140401422	102010514	1	{}		100	1	原来还有这种传说啊……	1	{}				{}					140401423													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401423	102010514	1	{}		100		眼看着摩天轮就要到达最高点……	1	{}				{}					140401424													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401424	102010514	1	{}		100	1	好，那我们都来许一个愿望吧。	1	{}				{}					140401427													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401427	102010514	1	{}		100		折纸紧紧握住我的手，然后闭上眼睛，双手合十。	1	{}				{}					140401428													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401428	102010514	1	{}		100		太近了……折纸的脸和我的脸……	1	{}				{}					140401430													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401430	102010514	1	{}		100		还是赶紧闭上眼睛吧……	1	{}				{}					140401431													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401431	102010514	1	{}		100		1	1	{}				{}					140401432													{}											{}											{}							scene/bg/bg_youlechang.png	-1		1.3	-1	{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140401432	102010514	1	{}		100	鸢一折纸	好了。	1	{}				{}					140401433				10207	3		id_pose_1		id_look_7			2	{}	1.2										{}											{}												{}	sound/bgm/date_006.mp3			1													{}	{}					{}	{}		{}					{}	{}	{}	
140401433	102010514	1	{}		100	1	折纸刚刚许了什么愿望？	1	{}				{}					140401434				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401434	102010514	1	{}		100	鸢一折纸	和%s做恋人……永远在一起。%s不会花心。	1	{}				{}					140401435				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401435	102010514	1	{}		100	1	呃……	1	{}				{}					140401436				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401436	102010514	1	{}		100		说交往的是我，答应约会的也是我，我和折纸怎么看都是恋人的关系吧……	1	{}				{}					140401437				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401437	102010514	1	{}		100	鸢一折纸	%s许了什么愿望？	1	{}				{}					140401438				1			id_pose_1		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401438	102010514	1	{}		100	1	哎？我……	1	{}				{}					140401439				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401439	102010514	1	{}		100	1	我希望……折纸能够每天都开心。	1	{}				{}				1	140401440				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401440	102010514	1	{}		100	鸢一折纸	……谢谢。	1	{}				{}				1					1									{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
																																																																																																			
140401501	102010515	1	{}		100		1	1	{}				{}					140401502	4												{}											{}											{}							scene/bg/bg_gongyuan.png	1		1	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140401502	102010515	1	{}		100	1	不知道那个刺猬怎么样了呢……	1	{}				{}					140401503													{}											{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140401503	102010515	1	{}		100		我来到临时安置的小棚子，投递了一点面包屑，小刺猬探头探脑地钻了出来。	1	{}				{}					140401504													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401504	102010515	1	{}		100	鸢一折纸	天要下雨了呢……	1	{}				{}					140401505				10207	3							2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401505	102010515	1	{}		100	1	啊，折纸。你什么时候来的？	1	{}				{}					140401506				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401506	102010515	1	{}		100	鸢一折纸	刚刚。	1	{}				{}					140401507				1			id_pose_1		id_look_2				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401507	102010515	1	{}		100	1	你也来看刺猬的吗？	1	{}				{}					140401508				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401508	102010515	1	{}		100		折纸却转过头去。	1	{}				{}					140401509				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401509	102010515	1	{}		100	鸢一折纸	不是专门来看刺猬的，我是来找你的。	1	{}				{}					140401510				1			id_pose_2		id_look_1				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401510	102010515	1	{}		100	1	这样啊……	1	{}				{}					140401511				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401511	102010515	1	{}		100		1	1	{}				{}					140401512						3							{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140401512	102010515	1	{}		100		1	1	{}				{}					140401513													{}											{}											{}							scene/bg/bg_gongyuan.png	1		1.75	-1	{"x":426,"y":240}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140401513	102010515	1	{}		100	？？？	啊，啾啾！是啾啾吗！	1	{}				{}					140401514													{}											{}											{}												{}	sound/bgm/date_009.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140401514	102010515	1	{}		100		一个中年人从不远处奔跑而来。	1	{}				{}					140401515													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401515	102010515	1	{}		100	中年人	天啊，原来跑到公园了。	1	{}				{}					140401516													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401516	102010515	1	{}		100	鸢一折纸	刺猬的主人？	1	{}				{}					140401517				10207	3		id_pose_1		id_look_3			2	{}	1.2										{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401517	102010515	1	{}		100	中年人	是的！太感谢你们了。这是我小女儿的宠物，啾啾。	1	{}				{}					140401518				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401518	102010515	1	{}		100		正说着话，雨淅淅沥沥地下了起来。	1	{}				{}					140401519				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401519	102010515	1	{}		100	中年人	下雨了，不嫌弃的话我店里有一次性雨衣，就在那边！	1	{}				{}				1	140401520				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401520	102010515	1	{}		100	鸢一折纸	太感谢了。	1	{}				{}								303-401	1			id_pose_1		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{"items":{543139:1},"sign":[1001]}	{}	{}	
																																																																																																			
140401601	102010516	1	{}		100		1	1	{}				{}					140401602	4												{}											{}											{}							scene/bg/bg_shenshe.png	1		1.3	-1	{"x":0,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140401602	102010516	1	{}		100		经过神社的时候，我看见了一个熟悉的身影。	1	{}				{}					140401603													{}											{}											{}												{}	sound/bgm/date_013.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140401603	102010516	1	{}		100	1	四糸乃？	1	{}				{}					140401604				10303	3							2	{}	1.2										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401604	102010516	1	{}		100	四糸乃	%s……	1	{}				{}					140401605				1			id_pose_4		id_look_7				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401605	102010516	1	{}		100	四糸奈	哟，%s，又见面了呐。	1	{}				{}					140401606				1			id_normal_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401606	102010516	1	{}		100	1	嗯，你们怎么出门了？现在能适应人类的生活了吗？	1	{}				{}					140401607				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401607	102010516	1	{}		100	四糸乃	还在……适应……	1	{}				{}					140401608				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401608	102010516	1	{}		100	四糸奈	四糸乃想去游乐园玩呢。	1	{}				{}					140401609				1			id_pose_1		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401609	102010516	1	{}		100	四糸乃	听说……游乐园有很多好玩的……	1	{}				{}					140401610				1			id_normal_6						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401610	102010516	1	{}		100	1	啊，那四糸乃一个人去没问题吗？	1	{}				{}					140401611				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401611	102010516	1	{}		100	四糸乃	嗯，我有票……	1	{}				{}					140401612				1			id_favor2_4						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140401612	102010516	1	{}		100		四糸乃举着门票。看来是令音小姐已经安排好了吧。	1	{}				{}					140401613				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401613	102010516	1	{}		100	四糸奈	哟，那我们就再见了，%s！	1	{}				{}					140411613				1			id_favor3_1						{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140411613	102010516	1	{}		100			1	{}				{}					140401614						3							{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401614	102010516	1	{}		100		我目送四糸乃小小的身影离去。	1	{}				{}					140401615													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401615	102010516	1	{}		100		她一个人真的没问题吗……	1	{}				{}				1	140401616													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140401616	102010516	1	{}		100		不过，看到精灵能融入人类社会，过上平淡又快乐的日子……还是很欣慰啊。	1	{}				{}				1														{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
																																																																																																			
																																																																																																			
140400101	102010501	1	{}		100		1	1	{}				{}					140400103													{}											{}											{}							scene/bg/bg_jietou2.png	1		1.3	1	{"x":51,"y":0}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140400103	102010501	1	{}		100		天色突变，乌云翻涌，雨淅淅沥沥地下了起来。	1	{}				{}					140400104													{}											{}											{}												{}	sound/bgm/date_002.mp3																{}	{}					{}	{}		{}					{}	{}	{}	
140400104	102010501	1	{}		100		折纸和我共用一把伞……靠得好近……	1	{}				{}					140400105													{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140400105	102010501	1	{}		100	1	啊……那个，折纸，我们走快一点吧。	1	{}				{}					140400106				10207	3							2	{}	1.2										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140400106	102010501	1	{}		100	鸢一折纸	了解了。	1	{}				{}					140400107				1			id_pose_5		id_look_6				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140400107	102010501	1	{}		100		1	1	{}				{}					140400108				1									{}											{}											{}												{}												1	1				{}	{}					{}	{}		{}					{}	{}	{}	
140400108	102010501	1	{}		100		折纸凑近我，一把抱住了我的手臂……	1	{}				{}					140400109				1			id_pose_1		id_look_3				{}	1.7										{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140400109	102010501	1	{}		100	1	呃……	1	{}				{}					140400110				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140400110	102010501	1	{}		100		如此近的距离，甚至可以闻到折纸身上特有的清香……	1	{}				{}					140400111				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
140400111	102010501	1	{}		100	鸢一折纸	怎么了？	1	{}				{}					140400112				1			id_pose_1		id_look_3				{}											{}											{}												{}				1													{}	{}					{}	{}		{}					{}	{}	{}	
140400112	102010501	1	{}		100	1	可以不用挨这么紧吧……	1	{}				{}					140400113				1									{}											{}											{}												{}																	{}	{}					{}	{}		{}					{}	{}	{}	
