	剧本号	约会类型(1主线2日常4特殊）	条件	分支节点权重	触发几率	标题显示（手机）	头像显示（手机）	名称	文本内容	文字显示方式	特殊标注文字配置	文字框	选项类型	特殊选项	插入图片	插入图片1	插入图片2	插入图片3	快进停止	跳转（选项）	注释（1选项2收束3选项+收束4剧本开始5出现选项6单一选项7未使用）	人物模型1	模型出现方式1	模型消失方式1	人物动作1	快进时是否忽略1	人物面部1	表情包1	表情动作1	站位1	坐标偏移1	大小1	人物模型2	模型出现方式2	模型消失方式2	人物动作2	快进时是否忽略2	人物面部2	表情包2	表情动作2	站位2	坐标偏移2	大小2	人物模型3	模型出现方式3	模型消失方式3	人物动作3	快进时是否忽略3	人物面部3	表情包3	表情动作3	站位3	坐标偏移3	大小3	抖动效果参数	抖动对象(0:背景，1：模型1,2：模型2,3：模型3)	电话表现路径	电话表现动作	特效	背景	背景出现	背景效果(1：灰色，2：红色)	背景大小	运镜时间	背景坐标(中心点偏移)	bgm	背景音大小(1-100)	语音	角色嘴部动画	场景音效	普通音效	cg	CG锁定时间	事件类型	评分	显示评分	是否隐藏ui	一段时间后自动下一句（单位毫秒）	是否回忆	是否旁白	奖励内容	重复完成奖励内容	可完成次数	视频	视频	结局	节点消耗	节点奖励	小游戏	规则	随机文本1	随机文本2
73101126	6101002	4	{}		100			1	「真是的，偶尔要听别人说什么啊……」	1	{}			{}	{}					73101127		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101127	6101002	4	{}		100				我已经走到了她的身后，帮她推着秋千。	1	{}			{}	{}					73101128		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101128	6101002	4	{}		100			夜刀神十香	「欸， %s ，那边好像有什么东西在闪光。」	1	{}			{}	{}					73101129		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101129	6101002	4	{}		100				她在最高处的时候，看到了正对面的花坛里	1	{}			{}	{}					73101130		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101130	6101002	4	{}		100				有什么东西正在闪着光。	1	{}			{}	{}					73101131		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101131	6101002	4	{}		100			1	「我去看看。」	1	{}			{}	{}					73101132		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101132	6101002	4	{}		100				看着十香正在兴头上，我决定去看看。	1	{}			{}	{}					73101133		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101133	6101002	4	{}		100				是带着绿色球体的剑玉，有些破损。	1	{}			{}	{}					73101134		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101134	6101002	4	{}		100			夜刀神十香	「这是什么东西，没有见过呢。」	1	{}			{}	{}					73101135		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101135	6101002	4	{}		100				我把剑玉拿回了十香身边，	1	{}			{}	{}					73101136		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101136	6101002	4	{}		100			1	「是一种游戏道具，但是有些破损，现在无法使用。」	1	{}			{}	{}					73101137		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101137	6101002	4	{}		100				仔细看了一下，是连接球体的线断了。	1	{}			{}	{}					73101138		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101138	6101002	4	{}		100				更换剑玉的线有些麻烦，所以才会被遗弃吧。	1	{}			{}	{}					73101139		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101139	6101002	4	{}		100			夜刀神十香	「那……还能修好吗？」	1	{}			{}	{}					73101140		1			id_pose_4		id_look_2	103_eff	id_gas	2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101140	6101002	4	{}		100				她看着造型漂亮的剑玉，有些不舍得置之不理。	1	{}			{}	{}					73101141		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101141	6101002	4	{}		100			1	「当然啦，修好这个还是没什么问题的。」	1	{}			{}	{}					73101142		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
73101142	6101002	4	{}		100				为了修好它，难得的公园之行要告一段落了。	1	{}			{}	{}							1								2	{}	1										{}	1										{}	1									1		{}																{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}	{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}					{}	{}		{}		
1074101101	6101003		{}							1	{}			{}	{}					74101101	4										{}											{}											{}							scene/bg/bg_chezhan.png	2		1	-1	{}																{}	{}					{}	{}		{}		
74101101	6101003	4	{}		100			夜刀神十香	「真讨厌……没有带伞」	1	{}			{}	{}					74101102		10107			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}	sound/bgm/date_005.mp3															{}	{}					{}	{}		{}		
74101102	6101003	4	{}		100				我们正准备离开公园的时候，天空开始阴沉了起来。	1	{}			{}	{}					74101103		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101103	6101003	4	{}		100			1	「怎么又是这个时候啊……」	1	{}			{}	{}					74101104		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101104	6101003	4	{}		100				我刚走出商业街，天空就开始飘落雨滴，我和十香赶紧跑了起来。	1	{}			{}	{}					1074101105		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
1074101105	6101003		{}							1	{}			{}	{}					74101105											{}											{}											{}							scene/bg/bg_senlin.png	2		1	-1	{}																{}	{}					{}	{}		{}		
74101105	6101003	4	{}		100			夜刀神十香	「雨越下越大了……」	1	{}			{}	{}					74101106		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101106	6101003	4	{}		100				奔跑着的十香眉头一皱，	1	{}			{}	{}					74101107		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101107	6101003	4	{}		100				发现事情并不是奔跑就可以解决的	1	{}			{}	{}					74101108		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101108	6101003	4	{}		100			1	「雨也太大了……这边是哪里啊？」	1	{}			{}	{}					74101109		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101109	6101003	4	{}		100				雨中还起了雾，记忆的路线并不能带我回家	1	{}			{}	{}					74101110		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101110	6101003	4	{}		100			夜刀神十香	「前面是神社，进去避避雨吧。」	1	{}			{}	{}					1074101111		1			id_pose_6		id_look_2			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
1074101111	6101003		{}							1	{}			{}	{}					74101111											{}											{}											{}							scene/bg/bg_yutianshenshe.png	2		1	-1	{}																{}	{}					{}	{}		{}		
74101111	6101003	4	{}		100				阴差阳错，我们都来到了神社的外面。	1	{}			{}	{}					74101112		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101112	6101003	4	{}		100			夜刀神十香	「…… %s ？」	1	{}			{}	{}					74101113		1								2	{}	1										{}	1										{}	1									1		{}	sound/bgm/date_003.mp3															{}	{}					{}	{}		{}		
74101113	6101003	4	{}		100				被雨淋得在发抖的十香，看到我的时候楞在原地，	1	{}			{}	{}					74101114		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101114	6101003	4	{}		100			1	「别发呆了，快进神社吧……」	1	{}			{}	{}					74101115		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101115	6101003	4	{}		100				虽然场景很适合叙旧，但是雨水还没能灌进我的脑袋。	1	{}			{}	{}					74101116		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101116	6101003	4	{}		100			夜刀神十香	「真是好大的雨呢……」	1	{}			{}	{}				1	74101117		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101117	6101003	4	{}		100				她的衣服已经湿透了，只能双手环胸。	1	{}			{}	{}					74101118-74101119	5	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101118	6101003	4	{}		100			1	「不介意的话，把我外套披着吧。」	1	{}			{}	{}					74101120	1	10107			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101119	6101003	4	{}		100				「可不能让你受委屈啊。」	1	{}			{}	{}					74101120	1	10107			id_pose_1		id_look_1			2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101120	6101003	4	{}		100				我脱下了还在滴水的外套，递给了十香。	1	{}			{}	{}					74101121	2	1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101121	6101003	4	{}		100			夜刀神十香	「这么冷，给了我你怎么办。」	1	{}			{}	{}					74101122		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101122	6101003	4	{}		100				尽管还是在颤抖，但她并没有选择接过去。	1	{}			{}	{}					74101123		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101123	6101003	4	{}		100			1	「拿着吧，男生不会向寒冷低头的。」	1	{}			{}	{}					74101124		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101124	6101003	4	{}		100				我挥了挥手，拿出了刚买的面包。	1	{}			{}	{}					74101125		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101125	6101003	4	{}		100			夜刀神十香	「那，太谢谢了。」	1	{}			{}	{}					74101126		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101126	6101003	4	{}		100				她不再推脱，披上了外套，开始望着神社外的大雨。	1	{}			{}	{}					74101127		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101127	6101003	4	{}		100			1	「我这边有面包，不嫌弃的话……」	1	{}			{}	{}					74101128		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101128	6101003	4	{}		100				总觉得雨声中隐藏着什么奇怪的声响，仔细一听，	1	{}			{}	{}					74101129		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101129	6101003	4	{}		100				发现十香红着脸，把头偏向另一边，而她的肚子在抗议。	1	{}			{}	{}					74101130		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101130	6101003	4	{}		100			夜刀神十香	「不……不必……」	1	{}			{}	{}					74101131		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101131	6101003	4	{}		100				她刚要拒绝，她的肚子又开始抗议了。	1	{}			{}	{}					74101132		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101132	6101003	4	{}		100			1	「别嘴硬了，拿着吧……」	1	{}			{}	{}					74101133		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101133	6101003	4	{}		100				尽管嘴上说不要，但她的身体还是很诚实的。	1	{}			{}	{}					74101134		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101134	6101003	4	{}		100			夜刀神十香	「那个……我会付钱的。」	1	{}			{}	{}					74101135		1			id_pose_6			103_eff	id_sweat	2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101135	6101003	4	{}		100				终于在我打开包装袋之后，十香忍不住了。	1	{}			{}	{}					74101136		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101136	6101003	4	{}		100			1	「别客气，想吃什么就拿吧，不过没买黄豆粉面包。」	1	{}			{}	{}					74101137		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101137	6101003	4	{}		100				我把整个包装袋都递了过去。	1	{}			{}	{}					74101138		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101138	6101003	4	{}		100			夜刀神十香	「那……我就要彩虹布丁了。」	1	{}			{}	{}					74101139		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101139	6101003	4	{}		100				她挑中了最绚丽的那个，然后咽了咽口水。	1	{}			{}	{}					74101140		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101140	6101003	4	{}		100			1	「这种事就不用特意告诉我啦……」	1	{}			{}	{}					74101141		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101141	6101003	4	{}		100				我也把脸转向一边，给她一个狼吞虎咽的空间。	1	{}			{}	{}					74101142		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101142	6101003	4	{}		100				雨来的快，去的也快，没过多久，雨的声势就小了。	1	{}			{}	{}					74101143		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101143	6101003	4	{}		100			1	「外套去学校的时候给我就好了，我先走啦。」	1	{}			{}	{}					74101144		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
74101144	6101003	4	{}		100				毕竟还得赶着做饭，在这边耽搁不少时间了。	1	{}			{}	{}							1								2	{}	1										{}	1										{}	1									1		{}																{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}	{"fix":{"items":[{"id":500007,"num":30},{"id":500008,"num":10}]}}					{}	{}		{}		
1075101101	6102001		{}							1	{}			{}	{}					75101101	4										{}											{}											{}							scene/bg/bg_youlechang.png			1	-1	{}																{}	{}					{}	{}		{}		
75101101	6102001	4	{}		100			鸢一折纸	「可恶，又被跑掉了吗？」	1	{}			{}	{}					75101102		10201			id_pose_3		id_look_1			2	{}	1										{}	1										{}	1									1		{}	sound/bgm/date_004.mp3															{}	{}					{}	{}		{}		
75101102	6102001	4	{}		100				折纸提着光剑，在游乐场上空盘旋。	1	{}			{}	{}					75101103		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101103	6102001	4	{}		100			1	「请按照号牌，有序进入摩天轮。」	1	{}			{}	{}					75101104		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101104	6102001	4	{}		100				我调整了一下帽檐，开始继续安排手头的工作。	1	{}			{}	{}					75101105		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101105	6102001	4	{}		100			鸢一折纸	「在那里吗？」	1	{}			{}	{}					75101106		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101106	6102001	4	{}		100				感受到波动，折纸朝着摩天轮飞行过来。	1	{}			{}	{}					75101107		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101107	6102001	4	{}		100			1	「这熟悉的声音……」	1	{}			{}	{}					75101108		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101108	6102001	4	{}		100				游客和我一同看向了上空，破空声格外刺耳。	1	{}			{}	{}					75101109		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101109	6102001	4	{}		100			鸢一折纸	「消失了，隐藏起来了吗？」	1	{}			{}	{}					75101110		1			id_pose_3		id_look_3	103_eff	id_sun	2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
75101110	6102001	4	{}		100				折纸来到摩天轮上空，缓缓降落了下来。	1	{}			{}	{}					75101111		1								2	{}	1										{}	1										{}	1									1		{}																{}	{}					{}	{}		{}		
