 	关卡名策划看	关卡类型(1-战斗，2-约会，3-城市约会，11-卡巴拉活动关卡)	玩法模式(1-常规，2-飞行，3-撞击，约会关卡不填)	前置关卡id	是否为free关	约会ID(读取约会表中的ID)	剧情简介	每卷最后1个主线剧情关卡(填1做标识)	关卡点位(1个wave中每个关卡布局点)	所属关卡组ID	所属关卡组ID(此字段服务器用)	精灵限定类型(0-无限定/禁用；1-不能编入自己的精灵；2-可以编入自己的精灵；3-禁用精灵；)	限定精灵ID(读取heroLimitforDungeon表ID)	禁用精灵ID(读取hero表中ID)	刷怪组id	关卡脚本	关卡步骤表ID（完全由编辑器生成的关卡不填）	撞击飞行关卡预览视频文件（填video表中ID）	飞行关入场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP） 	飞行关出场方向（1  LEFT  2 RIGHT 3 BOTTOM 4 TOP）	飞行关入场距离	预览视频第一帧图片路径	背景音乐	显示顺序	难度	地图摄像机修正Z	战斗角色大小比例	地图摄像机修正X(x1-x2，x1为向左扩大，x2为向右扩大)	关卡时长	关卡名字（暂时没用此字段）	关卡简名（获取系统用）	关卡分级名字	关卡图标	关卡图标上奖励展示	关卡图片	关卡图片(约会关卡用此字段配置关卡场景展示缩略图)	关卡限定属性(1普攻伤害降低且技能伤害提高，2普攻伤害提高且技能伤害降低，后续扩展)	限定对象类型(1角色，2助战伙伴，3所有怪物(包含Boss)，4特指Boss，5普通怪物，6精英怪物)	限定属性描述	刷怪备注(策划看)	通关条件类型(1歼灭，2生存，3击杀具体怪物，4击杀怪物类型，5击杀怪物数量，6防守)	通关条件参数(歼灭不填，生存x秒内存活，怪物ID及数量x，怪物敌人类型及数量x，怪物总量x)	通关条件描述	通关条件开场描述	挑战类型(1通关，2连击数，3通关时间小于，4损失血量低于x%，5死亡人数小于x，6受击次数小于x，7倒地次数小于x，8使用x次觉醒技能，9使用角色出场技击败x个敌人，10选择一个助战角色，11队伍中包含某角色，12每x秒至少击杀1名敌人，13队伍中所有精灵使用技能总次数不超过x，14队伍中不能有精灵阵亡，31-击杀怪物数量达到x，32-积分达到x)	挑战参数（类型为1通关时，参数配置为1）	挑战描述	首通奖励展示	关卡掉落展示	进入等级	消耗资源	可进入次数	是否可以开启决斗模式	开启决斗模式消耗资源	决斗模式奖励倍数	决斗模式下的怪物技能	是否可以一次性挑战多次	快速挑战参数{挑战次数:解锁星星条件}	奖励	首通奖励	日常副本奖励(根据每一次通关获得的星级发放对应奖励，1星奖励ID-2星奖励ID-3星奖励ID)	是否播放关卡开场默认动作	是否播放胜利动作	词缀怪物总数	词缀怪物出现区间
304309	第4章地狱3-3	1	1	204315-304308					[49,[4]]	4003	4001				442024-442025-442026	4_zhengchangxiaowai	4212						sound/battle_sound/battle_002.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/xiaomenwai_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8002	1	300902		3	[[2260,1]]	300804	300819	2-5-6	50-1-5	300052-300054-300055	510308-510104-510154	510225-510308-510104-510154-220009	1	{500004:27}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230409	60130409		1	1		
																																																																	
305101	第5章地狱1-1  （3波，15只）	1	1	205420-304309					[30,[1,2]]	5001	5001				512011-512012-512013	4_jiaowai_01	5201						sound/battle_sound/battle_001.mp3	1	3		0.6		150	300301			icon/fuben/levelIcon/Dungeon/jiaowai_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				常规+定时	5	[[15]]	300803	300818	2-4-5	60-30-1	300052-300055-300056	510226-510104-510154	510226-510234-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230501	60130501		1	1		
305102	第5章地狱1-2	1	1	205420-305101					[46,[4]]	5001	5001				512016-512017-512018-512019	4_shatan_01	5202						sound/battle_sound/battle_002.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/haibianbaitian_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8005	3	300905		1	[[2]]	300801	300816	2-4-5	60-30-1	300052-300053-300057	510227-510104-510154	510227-510233-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230502	60130502		1	1		
305103	第5章地狱1-3	1	1	205420-305102					[23,[3]]	5001	5001				512020-512021-512022-512023-512024	4_shatan_01	5203						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/haibianbaitian_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				极限	1	[[2]]	300801	300816	2-5-6	60-1-6	300052-300054-300055	510311-510104-510154	510228-510311-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230503	60130503		1	1		
305204	第5章地狱2-1	1	1	205420-305103					[30,[5,6]]	5002	5001				522011-522012-522013-522014	4_shatan_01	5204						sound/battle_sound/battle_002.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/haibianbaitian_2.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png				常规+循环	1	[[2]]	300801	300816	2-3-7	60-60-2	300052-300055-300056	510229-510104-510154	510229-510240-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230504	60130504		1	1		
305205	第5章地狱2-2	1	1	205420-305204					[20,[3]]	5002	5001				522016-522017-522018-522019-522020	4_shatanyewan	5205						sound/battle_sound/battle_003.mp3	2	3		0.6		300	300305			icon/fuben/levelIcon/Dungeon/haibianyewan_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8008	1	300908		7	[[5]]	300809	300876	2-4-5	60-30-1	300052-300055-300056	510230-510104-510154	510230-510239-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230505	60130505		1	1		
305206	第5章地狱2-3	1	1	205420-305205					[49,[4]]	5002	5001				522022-522023-522024-522025	4_shatanyewan	5206						sound/battle_sound/battle_004.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/haibianyewan_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[2]]	300801	300816	2-5-6	60-1-6	300052-300056-300057	510312-510104-510154	510231-510312-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230506	60130506		1	1		
305307	第5章地狱3-1	1	1	205420-305206					[30,[5,6]]	5003	5001				532011-532012-532013-532014	4_youleyuan	5207						sound/battle_sound/battle_002.mp3	1	3		0.6		60	300302			icon/fuben/levelIcon/Dungeon/youleyuan_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png				定时	2	[[60]]	300802	300817	2-5-6	60-1-6	300052-300054-300056	510232-510104-510154	510232-510238-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230507	60130507		1	1		
305308	第5章地狱3-2	1	1	205420-305307					[33,[1,2]]	5003	5001				532016-532017-532018-532019	4_youleyuan	5208						sound/battle_sound/battle_001.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/youleyuan_2.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8001	1	300901		1	[[2]]	300801	300816	2-6-7	60-6-2	300052-300054-300057	510225-510104-510154	510225-510236-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230508	60130508		1	1		
305309	第5章地狱3-3	1	1	205420-305308					[36,[5,6]]	5003	5001				532021-532022-532023-532024	4_shatanyewan	5209						sound/battle_sound/battle_003.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/haibianyewan_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+极限	1	[[2]]	300801	300816	2-4-6	60-30-6	300052-300055-300057	510311-510104-510154	510226-510311-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230509	60130509		1	1		
305410	第5章地狱4-1  （3波，15只）	1	1	205420-305309					[30,[1,2]]	5004	5001				542011-542012-542013	4_pohuaijiedao	5210						sound/battle_sound/battle_004.mp3	1	3		0.6		150	300305			icon/fuben/levelIcon/Dungeon/haibianyewan_3.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8006	3	300906		5	[[15]]	300803	300818	2-4-7	60-30-2	300052-300055-300057	510227-510104-510154	510227-510236-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230510	60130510		1	1		
305411	第5章地狱4-2	1	1	205420-305410					[20,[3]]	5004	5001				542017-542018-542019-542020-542021	4_pohuaijiedao	5211						sound/battle_sound/battle_002.mp3	2	3		0.6		300				icon/fuben/levelIcon/Dungeon/haibianyewan_2.png								1	[[2]]	300801	300816	2-5-7	60-1-2	300052-300056-300061	510228-510104-510154	510228-510235-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230511	60130511		1	1		
305412	第5章地狱4-3	1	1	205420-305411					[49,[4]]	5004	5001				542023-542024-542025	4_shatanyewan	5212						sound/battle_sound/battle_001.mp3	3	3		0.6		300				icon/fuben/levelIcon/Dungeon/haibianyewan_2.png								3	[[640301,1]]	300804	300819	2-5-7	60-1-2	300052-300056-300061	510312-510104-510154	510229-510312-510104-510154-220009	1	{500004:30}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230512	60130512		1	1		
																																																																	
306101	第6章地狱1-1	1	1	206420-305412					[30,[1,2]]	6001	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510234-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230601	60130601		1	1		
306102	第6章地狱1-2	1	1	206420-306101					[46,[4]]	6001	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510233-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230602	60130602		1	1		
306103	第6章地狱1-3	1	1	206420-306102					[23,[3]]	6001	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8002	1	300902		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510232-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230603	60130603		1	1		
306204	第6章地狱2-1	1	1	206420-306103					[30,[5,6]]	6002	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510240-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230604	60130604		1	1		
306205	第6章地狱2-2	1	1	206420-306204					[20,[3]]	6002	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8004	1	300904		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510239-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230605	60130605		1	1		
306206	第6章地狱2-3	1	1	206420-306205					[49,[4]]	6002	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510227-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230606	60130606		1	1		
306307	第6章地狱3-1	1	1	206420-306206					[30,[5,6]]	6003	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510238-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230607	60130607		1	1		
306308	第6章地狱3-2	1	1	206420-306307					[33,[1,2]]	6003	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510237-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230608	60130608		1	1		
306309	第6章地狱3-3	1	1	206420-306308					[36,[5,6]]	6003	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8006	3	300906	极限(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510230-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230609	60130609		1	1		
306410	第6章地狱4-1	1	1	206420-306309					[30,[1,2]]	6004	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510236-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230610	60130610		1	1		
306411	第6章地狱4-2	1	1	206420-306410					[46,[4]]	6004	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510235-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230611	60130611		1	1		
306412	第6章地狱4-3	1	1	206420-306411					[23,[3]]	6004	6001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300302			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8009	1	300909		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510314-510104-510154	510225-510314-510104-510154-220009	1	{500004:33}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230612	60130612		1	1		
307101	第7章地狱1-1	1	1	207525-306412					[30,[1,2]]	7001	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510226-510104-510154	510226-510234-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230701	60130701		1	1		
307102	第7章地狱1-2	1	1	207525-307101					[46,[4]]	7001	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510233-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230702	60130702		1	1		
307103	第7章地狱1-3	1	1	207525-307102					[23,[3]]	7001	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png	8005	3	300905		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510228-510303-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230703	60130703		1	1		
307204	第7章地狱2-1	1	1	207525-307103					[30,[5,6]]	7002	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png	8008	1	300908	定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510229-510104-510154	510229-510240-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230704	60130704		1	1		
307205	第7章地狱2-2	1	1	207525-307204					[20,[3]]	7002	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510239-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230705	60130705		1	1		
307206	第7章地狱2-3	1	1	207525-307205					[49,[4]]	7002	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510313-510104-510154	510231-510313-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230706	60130706		1	1		
307307	第7章地狱3-1	1	1	207525-307206					[30,[5,6]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300302			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				常规+极限	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510232-510104-510154	510232-510238-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230707	60130707		1	1		
307308	第7章地狱3-2	1	1	207525-307307					[33,[1,2]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png	8003	3	300903		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510225-510104-510154	510225-510237-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230708	60130708		1	1		
307309	第7章地狱3-3	1	1	207525-307308					[36,[5,6]]	7003	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300304			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				循环	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510226-510303-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230709	60130709		1	1		
307410	第7章地狱4-1	1	1	207525-307309					[30,[1,2]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300305			icon/fuben/levelIcon/Dating/jiaoshiyibanpohuai.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8007	3	300907		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510227-510104-510154	510227-510236-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230710	60130710		1	1		
307411	第7章地狱4-2	1	1	207525-307410					[20,[3]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300301			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaixiaowai.png	scene/bg/bg_zhunbei_pohuaixiaowai.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510228-510104-510154	510228-510235-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230711	60130711		1	1		
307412	第7章地狱4-3	1	1	207525-307411					[49,[4]]	7004	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300302			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_1.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png				极限(怪物易进攻)	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510313-510104-510154	510229-510313-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230712	60130712		1	1		
307513	第7章地狱5-1	1	1	207525-307412					[30,[1,2]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	1	3		0.6		300	300303			icon/fuben/levelIcon/Dungeon/xinshouguanqia_1.png		scene/bg/bg_fuben_xuexiao.png	scene/bg/bg_zhunbei_xuexiao.png	8006	3	300906		1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510230-510104-510154	510230-510234-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230713	60130713		1	1		
307514	第7章地狱5-2	1	1	207525-307513					[46,[4]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	2	3		0.6		300	300304			icon/fuben/levelIcon/Dungeon/pohuaijiaoshi_3.png		scene/bg/bg_fuben_pohuaiputongjiedao.png	scene/bg/bg_zhunbei_pohuaiputongjiedao.png	8002	1	300902	常规+定时	1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510231-510104-510154	510231-510233-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230714	60130714		1	1		
307515	第7章地狱5-5	1	1	207525-307514					[23,[3]]	7005	7001				2411-2412-2413-2414	3_S2L4							sound/battle_sound/battle_001.mp3	3	3		0.6		300	300305			icon/fuben/levelIcon/Dating/zhihuibu.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png					1	[[3]]	300801	300816	2-6-11	15-30-110101	300052-300056-300061	510303-510104-510154	510232-570002-510104-510154-220009	1	{500004:36}	3	1	{570031:1}	2	1001	1	{1:0,2:2,3:3}	60230715	60130715		1	1		
501001	经验1	1	2							200001	200001	1	10010202			4_richang_feixing1		2002	1	2	400	ui/fuben/shixiangfeixing.png	sound/battle_sound/battle_001.mp3	1	1		0.6		55	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	2	[[55]]	300802	300817	32-32-32	150-250-350	300066-300066-300066		510103-510104-510105	10	{500004:15}	3	0				0				60310111-60310112-60310113-60310114	0	1		
501002	经验2	1	2							200001	200001	1	10010202			4_richang_feixing1		2002	1	2	400	ui/fuben/shixiangfeixing.png	sound/battle_sound/battle_001.mp3	2	1		0.6		55	300321			icon/fuben/Daily_Lv2.png		scene/bg/bg_fuben_zhengchangditie.png	scene/bg/bg_zhunbei_zhengchangditie.png					2	[[55]]	300802	300817	32-32-32	200-300-400	300066-300066-300066		510104-510105-510106	22	{500004:20}	3	0				0				60310121-60310122-60310123-60310124	0	1		
501003	经验3	1	2							200001	200001	1	10010202			4_richang_feixing1		2002	1	2	400	ui/fuben/shixiangfeixing.png	sound/battle_sound/battle_001.mp3	3	1		0.6		55	300322			icon/fuben/Daily_Lv3.png								2	[[55]]	300802	300817	32-32-32	200-300-400	300066-300066-300066		510105-510106-510107	33	{500004:25}	3	0				0				60310131-60310132-60310133-60310134	0	1		
501004	经验4	1	2							200001	200001	1	10010202			4_richang_feixing1		2002	1	2	400	ui/fuben/shixiangfeixing.png	sound/battle_sound/battle_001.mp3	4	1		0.6		55	300325			icon/fuben/Daily_Lv4.png								2	[[55]]	300802	300817	32-32-32	250-350-450	300066-300066-300066		510106-510107-510108	45	{500004:30}	3	0				0				60310141-60310142-60310143-60310144	0	1		
502001	金币1	1	3							200002	200002	1	5			3_S2L3		2003	1	2	400	ui/fuben/sixinaizhuangji.png	sound/battle_sound/battle_002.mp3	1	1		0.6		45	300320			icon/fuben/Daily_Lv1.png		scene/bg/bg_fuben_ditie.png	scene/bg/bg_zhunbei_ditie.png				常规+常规+循环	2	[[45]]	300802	300817	32-32-32	100-200-300	300066-300066-300066		510153-510154-510155	12	{500004:15}	3	0				0				60320111-60320112-60320113-60320114	0	1		
